gene	transcript
PB2015.10459	PB2015.10459.4
PB2015.10459	PB2015.10459.3
PB2015.10459	PB2015.10459.2
PB2015.10459	PB2015.10459.1
PB2015.14931	PB2015.14931.1
PB2015.14931	PB2015.14931.2
PB2015.14931	PB2015.14931.3
PB2015.12353	PB2015.12353.1
PB2015.5465	PB2015.5465.3
PB2015.14769	PB2015.14769.2
PB2015.6666	PB2015.6666.1
PB2015.3317	PB2015.3317.4
PB2015.2491	PB2015.2491.2
PB2015.2491	PB2015.2491.1
PB2015.3440	PB2015.3440.1
PB2015.10670	PB2015.10670.9
PB2015.5069	PB2015.5069.11
PB2015.10445	PB2015.10445.1
PB2015.10445	PB2015.10445.2
PB2015.10445	PB2015.10445.3
PB2015.8243	PB2015.8243.2
PB2015.16696	PB2015.16696.1
PB2015.4540	PB2015.4540.1
PB2015.10850	PB2015.10850.3
PB2015.6481	PB2015.6481.4
PB2015.6481	PB2015.6481.5
PB2015.5323	PB2015.5323.8
PB2015.5323	PB2015.5323.9
PB2015.6481	PB2015.6481.1
PB2015.6481	PB2015.6481.2
PB2015.1204	PB2015.1204.1
PB2015.5323	PB2015.5323.2
PB2015.5323	PB2015.5323.3
PB2015.9662	PB2015.9662.1
PB2015.5323	PB2015.5323.6
PB2015.5323	PB2015.5323.7
PB2015.5323	PB2015.5323.4
PB2015.5323	PB2015.5323.5
PB2015.7459	PB2015.7459.1
PB2015.7459	PB2015.7459.2
PB2015.7459	PB2015.7459.3
PB2015.7459	PB2015.7459.4
PB2015.7459	PB2015.7459.5
PB2015.7459	PB2015.7459.6
PB2015.7459	PB2015.7459.7
PB2015.16365	PB2015.16365.2
PB2015.16365	PB2015.16365.1
PB2015.15208	PB2015.15208.1
PB2015.13039	PB2015.13039.4
PB2015.13039	PB2015.13039.5
PB2015.13039	PB2015.13039.6
PB2015.12343	PB2015.12343.4
PB2015.10978	PB2015.10978.1
PB2015.12343	PB2015.12343.2
PB2015.12343	PB2015.12343.1
PB2015.13039	PB2015.13039.3
PB2015.13039	PB2015.13039.8
PB2015.13039	PB2015.13039.9
PB2015.8799	PB2015.8799.1
PB2015.2485	PB2015.2485.4
PB2015.2485	PB2015.2485.5
PB2015.2485	PB2015.2485.6
PB2015.2485	PB2015.2485.7
PB2015.6104	PB2015.6104.1
PB2015.2485	PB2015.2485.2
PB2015.2485	PB2015.2485.3
PB2015.14852	PB2015.14852.1
PB2015.16140	PB2015.16140.1
PB2015.2485	PB2015.2485.8
PB2015.2485	PB2015.2485.9
PB2015.7323	PB2015.7323.8
PB2015.7323	PB2015.7323.9
PB2015.2918	PB2015.2918.1
PB2015.7323	PB2015.7323.1
PB2015.7323	PB2015.7323.2
PB2015.7323	PB2015.7323.3
PB2015.7323	PB2015.7323.4
PB2015.7323	PB2015.7323.5
PB2015.7323	PB2015.7323.6
PB2015.7323	PB2015.7323.7
PB2015.11956	PB2015.11956.2
PB2015.11956	PB2015.11956.3
PB2015.11956	PB2015.11956.1
PB2015.6123	PB2015.6123.1
PB2015.11956	PB2015.11956.4
PB2015.6123	PB2015.6123.2
PB2015.1814	PB2015.1814.1
PB2015.11879	PB2015.11879.2
PB2015.15113	PB2015.15113.1
PB2015.11879	PB2015.11879.1
PB2015.6209	PB2015.6209.10
PB2015.6209	PB2015.6209.11
PB2015.6209	PB2015.6209.12
PB2015.14456	PB2015.14456.1
PB2015.14456	PB2015.14456.2
PB2015.14456	PB2015.14456.3
PB2015.14456	PB2015.14456.4
PB2015.9867	PB2015.9867.10
PB2015.14456	PB2015.14456.6
PB2015.14456	PB2015.14456.7
PB2015.7333	PB2015.7333.7
PB2015.4594	PB2015.4594.4
PB2015.7333	PB2015.7333.5
PB2015.7333	PB2015.7333.4
PB2015.7333	PB2015.7333.3
PB2015.7333	PB2015.7333.2
PB2015.4594	PB2015.4594.3
PB2015.4594	PB2015.4594.2
PB2015.15769	PB2015.15769.2
PB2015.13025	PB2015.13025.1
PB2015.253	PB2015.253.1
PB2015.10010	PB2015.10010.2
PB2015.10010	PB2015.10010.3
PB2015.10010	PB2015.10010.1
PB2015.10010	PB2015.10010.4
PB2015.10010	PB2015.10010.5
PB2015.10000	PB2015.10000.1
PB2015.8839	PB2015.8839.6
PB2015.8839	PB2015.8839.5
PB2015.8839	PB2015.8839.4
PB2015.8839	PB2015.8839.3
PB2015.8839	PB2015.8839.2
PB2015.8839	PB2015.8839.1
PB2015.315	PB2015.315.10
PB2015.8360	PB2015.8360.8
PB2015.8360	PB2015.8360.6
PB2015.8360	PB2015.8360.7
PB2015.8360	PB2015.8360.4
PB2015.8360	PB2015.8360.5
PB2015.8360	PB2015.8360.2
PB2015.8360	PB2015.8360.3
PB2015.8360	PB2015.8360.1
PB2015.14374	PB2015.14374.3
PB2015.3068	PB2015.3068.1
PB2015.15956	PB2015.15956.2
PB2015.13571	PB2015.13571.3
PB2015.15956	PB2015.15956.1
PB2015.5962	PB2015.5962.4
PB2015.4074	PB2015.4074.6
PB2015.4074	PB2015.4074.7
PB2015.4074	PB2015.4074.4
PB2015.4074	PB2015.4074.5
PB2015.4074	PB2015.4074.2
PB2015.4074	PB2015.4074.3
PB2015.3927	PB2015.3927.2
PB2015.4074	PB2015.4074.1
PB2015.13571	PB2015.13571.6
PB2015.466	PB2015.466.3
PB2015.3056	PB2015.3056.3
PB2015.3056	PB2015.3056.2
PB2015.3056	PB2015.3056.1
PB2015.538	PB2015.538.1
PB2015.3056	PB2015.3056.5
PB2015.3056	PB2015.3056.4
PB2015.8825	PB2015.8825.1
PB2015.8825	PB2015.8825.2
PB2015.466	PB2015.466.1
PB2015.8484	PB2015.8484.13
PB2015.8484	PB2015.8484.12
PB2015.8484	PB2015.8484.11
PB2015.8484	PB2015.8484.10
PB2015.8570	PB2015.8570.1
PB2015.5551	PB2015.5551.4
PB2015.13468	PB2015.13468.1
PB2015.4701	PB2015.4701.42
PB2015.775	PB2015.775.19
PB2015.14734	PB2015.14734.1
PB2015.9806	PB2015.9806.4
PB2015.775	PB2015.775.18
PB2015.6861	PB2015.6861.5
PB2015.5754	PB2015.5754.1
PB2015.6677	PB2015.6677.3
PB2015.3641	PB2015.3641.5
PB2015.13037	PB2015.13037.1
PB2015.5113	PB2015.5113.1
PB2015.2551	PB2015.2551.2
PB2015.12454	PB2015.12454.5
PB2015.3299	PB2015.3299.2
PB2015.3005	PB2015.3005.2
PB2015.9513	PB2015.9513.1
PB2015.9513	PB2015.9513.3
PB2015.7978	PB2015.7978.3
PB2015.98	PB2015.98.1
PB2015.3641	PB2015.3641.4
PB2015.10078	PB2015.10078.1
PB2015.10078	PB2015.10078.2
PB2015.10078	PB2015.10078.3
PB2015.10078	PB2015.10078.4
PB2015.10078	PB2015.10078.5
PB2015.10078	PB2015.10078.6
PB2015.10078	PB2015.10078.7
PB2015.10078	PB2015.10078.8
PB2015.8725	PB2015.8725.4
PB2015.8725	PB2015.8725.3
PB2015.8725	PB2015.8725.2
PB2015.8237	PB2015.8237.1
PB2015.847	PB2015.847.1
PB2015.7710	PB2015.7710.1
PB2015.13452	PB2015.13452.1
PB2015.939	PB2015.939.9
PB2015.939	PB2015.939.8
PB2015.1662	PB2015.1662.1
PB2015.14804	PB2015.14804.1
PB2015.939	PB2015.939.2
PB2015.939	PB2015.939.1
PB2015.939	PB2015.939.7
PB2015.939	PB2015.939.6
PB2015.939	PB2015.939.5
PB2015.939	PB2015.939.4
PB2015.1955	PB2015.1955.2
PB2015.15963	PB2015.15963.6
PB2015.6620	PB2015.6620.1
PB2015.5394	PB2015.5394.2
PB2015.2292	PB2015.2292.3
PB2015.14703	PB2015.14703.1
PB2015.11555	PB2015.11555.3
PB2015.11555	PB2015.11555.2
PB2015.16464	PB2015.16464.1
PB2015.7440	PB2015.7440.4
PB2015.14271	PB2015.14271.4
PB2015.14271	PB2015.14271.3
PB2015.14271	PB2015.14271.2
PB2015.14271	PB2015.14271.1
PB2015.8837	PB2015.8837.1
PB2015.9192	PB2015.9192.8
PB2015.8837	PB2015.8837.2
PB2015.8837	PB2015.8837.4
PB2015.4701	PB2015.4701.47
PB2015.1712	PB2015.1712.2
PB2015.12608	PB2015.12608.1
PB2015.11180	PB2015.11180.2
PB2015.14352	PB2015.14352.1
PB2015.8065	PB2015.8065.9
PB2015.13409	PB2015.13409.5
PB2015.13409	PB2015.13409.4
PB2015.13409	PB2015.13409.7
PB2015.13409	PB2015.13409.6
PB2015.13409	PB2015.13409.1
PB2015.13409	PB2015.13409.3
PB2015.13409	PB2015.13409.2
PB2015.16391	PB2015.16391.2
PB2015.16391	PB2015.16391.3
PB2015.15891	PB2015.15891.2
PB2015.16391	PB2015.16391.1
PB2015.15891	PB2015.15891.4
PB2015.13409	PB2015.13409.8
PB2015.16487	PB2015.16487.3
PB2015.6087	PB2015.6087.3
PB2015.10917	PB2015.10917.3
PB2015.4943	PB2015.4943.1
PB2015.4943	PB2015.4943.3
PB2015.4943	PB2015.4943.2
PB2015.13895	PB2015.13895.1
PB2015.7505	PB2015.7505.4
PB2015.7505	PB2015.7505.5
PB2015.7505	PB2015.7505.2
PB2015.7505	PB2015.7505.3
PB2015.7505	PB2015.7505.1
PB2015.3725	PB2015.3725.10
PB2015.3725	PB2015.3725.11
PB2015.3725	PB2015.3725.12
PB2015.4852	PB2015.4852.1
PB2015.3725	PB2015.3725.14
PB2015.3725	PB2015.3725.15
PB2015.3725	PB2015.3725.16
PB2015.9794	PB2015.9794.1
PB2015.13319	PB2015.13319.11
PB2015.13319	PB2015.13319.10
PB2015.9794	PB2015.9794.3
PB2015.3911	PB2015.3911.1
PB2015.3771	PB2015.3771.13
PB2015.4421	PB2015.4421.4
PB2015.7511	PB2015.7511.4
PB2015.4421	PB2015.4421.6
PB2015.7511	PB2015.7511.6
PB2015.7511	PB2015.7511.1
PB2015.4421	PB2015.4421.1
PB2015.7511	PB2015.7511.3
PB2015.7511	PB2015.7511.2
PB2015.4868	PB2015.4868.1
PB2015.4868	PB2015.4868.2
PB2015.7511	PB2015.7511.9
PB2015.7511	PB2015.7511.8
PB2015.6367	PB2015.6367.9
PB2015.6367	PB2015.6367.8
PB2015.6367	PB2015.6367.7
PB2015.5400	PB2015.5400.1
PB2015.6367	PB2015.6367.5
PB2015.6367	PB2015.6367.4
PB2015.6367	PB2015.6367.3
PB2015.6367	PB2015.6367.2
PB2015.6367	PB2015.6367.1
PB2015.927	PB2015.927.2
PB2015.927	PB2015.927.3
PB2015.927	PB2015.927.1
PB2015.927	PB2015.927.6
PB2015.927	PB2015.927.7
PB2015.927	PB2015.927.4
PB2015.927	PB2015.927.5
PB2015.16405	PB2015.16405.2
PB2015.16405	PB2015.16405.3
PB2015.927	PB2015.927.8
PB2015.927	PB2015.927.9
PB2015.10345	PB2015.10345.3
PB2015.10345	PB2015.10345.2
PB2015.10345	PB2015.10345.1
PB2015.2007	PB2015.2007.1
PB2015.8691	PB2015.8691.3
PB2015.8691	PB2015.8691.2
PB2015.8691	PB2015.8691.1
PB2015.5436	PB2015.5436.1
PB2015.3195	PB2015.3195.1
PB2015.3905	PB2015.3905.4
PB2015.3905	PB2015.3905.2
PB2015.3905	PB2015.3905.3
PB2015.11415	PB2015.11415.1
PB2015.14783	PB2015.14783.1
PB2015.2920	PB2015.2920.10
PB2015.14783	PB2015.14783.3
PB2015.14783	PB2015.14783.2
PB2015.14783	PB2015.14783.5
PB2015.14783	PB2015.14783.4
PB2015.14783	PB2015.14783.7
PB2015.14783	PB2015.14783.6
PB2015.3659	PB2015.3659.2
PB2015.3659	PB2015.3659.3
PB2015.3659	PB2015.3659.1
PB2015.13947	PB2015.13947.2
PB2015.13947	PB2015.13947.3
PB2015.3659	PB2015.3659.4
PB2015.13947	PB2015.13947.1
PB2015.2920	PB2015.2920.13
PB2015.14638	PB2015.14638.2
PB2015.14638	PB2015.14638.3
PB2015.6006	PB2015.6006.1
PB2015.14638	PB2015.14638.1
PB2015.2785	PB2015.2785.6
PB2015.2785	PB2015.2785.5
PB2015.2785	PB2015.2785.4
PB2015.937	PB2015.937.5
PB2015.937	PB2015.937.4
PB2015.937	PB2015.937.7
PB2015.937	PB2015.937.6
PB2015.12006	PB2015.12006.1
PB2015.8918	PB2015.8918.7
PB2015.937	PB2015.937.3
PB2015.937	PB2015.937.2
PB2015.16165	PB2015.16165.1
PB2015.5462	PB2015.5462.1
PB2015.8918	PB2015.8918.6
PB2015.937	PB2015.937.9
PB2015.937	PB2015.937.8
PB2015.4434	PB2015.4434.1
PB2015.16419	PB2015.16419.1
PB2015.8918	PB2015.8918.9
PB2015.16419	PB2015.16419.3
PB2015.16419	PB2015.16419.2
PB2015.16419	PB2015.16419.4
PB2015.8918	PB2015.8918.8
PB2015.3723	PB2015.3723.12
PB2015.3723	PB2015.3723.13
PB2015.3723	PB2015.3723.10
PB2015.3723	PB2015.3723.11
PB2015.3723	PB2015.3723.16
PB2015.3723	PB2015.3723.14
PB2015.3723	PB2015.3723.15
PB2015.5044	PB2015.5044.4
PB2015.3754	PB2015.3754.16
PB2015.12021	PB2015.12021.1
PB2015.5044	PB2015.5044.2
PB2015.5044	PB2015.5044.3
PB2015.10298	PB2015.10298.1
PB2015.10298	PB2015.10298.2
PB2015.15545	PB2015.15545.2
PB2015.15545	PB2015.15545.1
PB2015.9703	PB2015.9703.1
PB2015.14173	PB2015.14173.2
PB2015.333	PB2015.333.1
PB2015.14173	PB2015.14173.1
PB2015.12492	PB2015.12492.1
PB2015.5072	PB2015.5072.3
PB2015.5072	PB2015.5072.2
PB2015.5072	PB2015.5072.1
PB2015.11234	PB2015.11234.2
PB2015.12583	PB2015.12583.1
PB2015.11234	PB2015.11234.4
PB2015.11234	PB2015.11234.7
PB2015.11234	PB2015.11234.6
PB2015.15046	PB2015.15046.1
PB2015.7911	PB2015.7911.1
PB2015.8902	PB2015.8902.1
PB2015.7911	PB2015.7911.3
PB2015.7911	PB2015.7911.2
PB2015.7911	PB2015.7911.5
PB2015.7911	PB2015.7911.4
PB2015.8147	PB2015.8147.1
PB2015.2015	PB2015.2015.3
PB2015.2015	PB2015.2015.2
PB2015.2015	PB2015.2015.1
PB2015.2015	PB2015.2015.5
PB2015.2015	PB2015.2015.4
PB2015.7923	PB2015.7923.1
PB2015.7140	PB2015.7140.1
PB2015.10209	PB2015.10209.34
PB2015.10209	PB2015.10209.35
PB2015.10209	PB2015.10209.32
PB2015.9806	PB2015.9806.3
PB2015.10209	PB2015.10209.30
PB2015.9806	PB2015.9806.1
PB2015.15825	PB2015.15825.1
PB2015.10266	PB2015.10266.2
PB2015.10266	PB2015.10266.1
PB2015.9192	PB2015.9192.3
PB2015.5689	PB2015.5689.2
PB2015.3115	PB2015.3115.1
PB2015.15559	PB2015.15559.3
PB2015.15559	PB2015.15559.2
PB2015.15559	PB2015.15559.4
PB2015.11021	PB2015.11021.1
PB2015.11021	PB2015.11021.3
PB2015.11021	PB2015.11021.2
PB2015.11021	PB2015.11021.5
PB2015.11021	PB2015.11021.4
PB2015.11021	PB2015.11021.7
PB2015.11021	PB2015.11021.6
PB2015.4712	PB2015.4712.5
PB2015.16054	PB2015.16054.1
PB2015.16054	PB2015.16054.2
PB2015.4712	PB2015.4712.6
PB2015.4712	PB2015.4712.1
PB2015.9821	PB2015.9821.1
PB2015.4712	PB2015.4712.2
PB2015.7818	PB2015.7818.1
PB2015.7818	PB2015.7818.3
PB2015.7818	PB2015.7818.2
PB2015.14104	PB2015.14104.6
PB2015.1438	PB2015.1438.1
PB2015.13872	PB2015.13872.1
PB2015.5892	PB2015.5892.1
PB2015.2195	PB2015.2195.2
PB2015.2982	PB2015.2982.2
PB2015.2009	PB2015.2009.1
PB2015.1533	PB2015.1533.1
PB2015.2982	PB2015.2982.1
PB2015.10927	PB2015.10927.1
PB2015.13053	PB2015.13053.2
PB2015.7951	PB2015.7951.1
PB2015.8605	PB2015.8605.3
PB2015.4547	PB2015.4547.8
PB2015.4547	PB2015.4547.5
PB2015.4547	PB2015.4547.4
PB2015.4547	PB2015.4547.7
PB2015.4547	PB2015.4547.6
PB2015.4547	PB2015.4547.1
PB2015.4547	PB2015.4547.3
PB2015.8244	PB2015.8244.2
PB2015.11826	PB2015.11826.14
PB2015.3464	PB2015.3464.18
PB2015.3464	PB2015.3464.19
PB2015.1438	PB2015.1438.3
PB2015.1382	PB2015.1382.1
PB2015.13314	PB2015.13314.1
PB2015.9398	PB2015.9398.1
PB2015.9059	PB2015.9059.6
PB2015.9059	PB2015.9059.4
PB2015.9059	PB2015.9059.5
PB2015.2159	PB2015.2159.5
PB2015.9059	PB2015.9059.3
PB2015.9059	PB2015.9059.1
PB2015.2195	PB2015.2195.1
PB2015.1523	PB2015.1523.1
PB2015.15832	PB2015.15832.35
PB2015.3464	PB2015.3464.11
PB2015.3418	PB2015.3418.1
PB2015.15832	PB2015.15832.32
PB2015.15832	PB2015.15832.31
PB2015.15832	PB2015.15832.30
PB2015.3444	PB2015.3444.10
PB2015.7939	PB2015.7939.2
PB2015.4356	PB2015.4356.3
PB2015.4356	PB2015.4356.2
PB2015.4356	PB2015.4356.5
PB2015.4356	PB2015.4356.4
PB2015.4356	PB2015.4356.7
PB2015.4356	PB2015.4356.6
PB2015.4356	PB2015.4356.9
PB2015.14420	PB2015.14420.2
PB2015.11416	PB2015.11416.1
PB2015.14104	PB2015.14104.2
PB2015.14420	PB2015.14420.4
PB2015.10296	PB2015.10296.2
PB2015.10296	PB2015.10296.1
PB2015.8072	PB2015.8072.1
PB2015.16186	PB2015.16186.1
PB2015.9713	PB2015.9713.3
PB2015.5615	PB2015.5615.3
PB2015.4385	PB2015.4385.1
PB2015.15110	PB2015.15110.1
PB2015.14416	PB2015.14416.1
PB2015.1979	PB2015.1979.1
PB2015.6990	PB2015.6990.2
PB2015.9286	PB2015.9286.1
PB2015.7144	PB2015.7144.3
PB2015.13128	PB2015.13128.5
PB2015.8757	PB2015.8757.10
PB2015.6454	PB2015.6454.2
PB2015.6454	PB2015.6454.3
PB2015.6454	PB2015.6454.1
PB2015.7144	PB2015.7144.1
PB2015.10633	PB2015.10633.1
PB2015.10935	PB2015.10935.1
PB2015.10935	PB2015.10935.2
PB2015.10633	PB2015.10633.2
PB2015.1030	PB2015.1030.5
PB2015.6065	PB2015.6065.1
PB2015.11127	PB2015.11127.3
PB2015.9726	PB2015.9726.1
PB2015.1030	PB2015.1030.8
PB2015.16715	PB2015.16715.4
PB2015.6173	PB2015.6173.1
PB2015.14064	PB2015.14064.1
PB2015.1110	PB2015.1110.2
PB2015.1110	PB2015.1110.3
PB2015.1110	PB2015.1110.1
PB2015.3020	PB2015.3020.1
PB2015.11613	PB2015.11613.1
PB2015.10929	PB2015.10929.1
PB2015.7432	PB2015.7432.4
PB2015.14052	PB2015.14052.1
PB2015.14052	PB2015.14052.2
PB2015.14104	PB2015.14104.8
PB2015.7432	PB2015.7432.3
PB2015.6949	PB2015.6949.5
PB2015.11974	PB2015.11974.2
PB2015.9928	PB2015.9928.1
PB2015.7432	PB2015.7432.2
PB2015.6767	PB2015.6767.1
PB2015.7401	PB2015.7401.2
PB2015.3980	PB2015.3980.1
PB2015.11974	PB2015.11974.1
PB2015.10208	PB2015.10208.9
PB2015.7824	PB2015.7824.1
PB2015.9824	PB2015.9824.22
PB2015.12999	PB2015.12999.1
PB2015.11603	PB2015.11603.3
PB2015.6323	PB2015.6323.1
PB2015.11603	PB2015.11603.1
PB2015.2925	PB2015.2925.1
PB2015.3033	PB2015.3033.5
PB2015.16636	PB2015.16636.1
PB2015.15332	PB2015.15332.1
PB2015.1819	PB2015.1819.3
PB2015.4712	PB2015.4712.3
PB2015.12275	PB2015.12275.1
PB2015.12275	PB2015.12275.3
PB2015.12275	PB2015.12275.2
PB2015.12275	PB2015.12275.5
PB2015.12275	PB2015.12275.4
PB2015.5623	PB2015.5623.9
PB2015.12275	PB2015.12275.6
PB2015.12275	PB2015.12275.9
PB2015.12275	PB2015.12275.8
PB2015.5623	PB2015.5623.5
PB2015.5623	PB2015.5623.4
PB2015.5623	PB2015.5623.3
PB2015.5623	PB2015.5623.2
PB2015.5623	PB2015.5623.1
PB2015.12392	PB2015.12392.1
PB2015.12392	PB2015.12392.3
PB2015.12392	PB2015.12392.2
PB2015.12392	PB2015.12392.5
PB2015.12392	PB2015.12392.4
PB2015.12392	PB2015.12392.7
PB2015.12392	PB2015.12392.6
PB2015.12392	PB2015.12392.9
PB2015.12392	PB2015.12392.8
PB2015.10946	PB2015.10946.3
PB2015.5343	PB2015.5343.1
PB2015.2750	PB2015.2750.1
PB2015.12269	PB2015.12269.1
PB2015.2850	PB2015.2850.2
PB2015.2850	PB2015.2850.1
PB2015.13605	PB2015.13605.3
PB2015.8092	PB2015.8092.1
PB2015.6089	PB2015.6089.1
PB2015.4178	PB2015.4178.2
PB2015.4178	PB2015.4178.1
PB2015.11600	PB2015.11600.1
PB2015.777	PB2015.777.12
PB2015.5678	PB2015.5678.2
PB2015.9199	PB2015.9199.1
PB2015.777	PB2015.777.11
PB2015.11183	PB2015.11183.1
PB2015.11183	PB2015.11183.2
PB2015.15776	PB2015.15776.2
PB2015.2535	PB2015.2535.1
PB2015.2535	PB2015.2535.2
PB2015.2535	PB2015.2535.3
PB2015.15776	PB2015.15776.6
PB2015.4503	PB2015.4503.3
PB2015.9900	PB2015.9900.3
PB2015.15776	PB2015.15776.5
PB2015.784	PB2015.784.1
PB2015.4503	PB2015.4503.2
PB2015.3735	PB2015.3735.11
PB2015.16346	PB2015.16346.3
PB2015.16346	PB2015.16346.1
PB2015.7366	PB2015.7366.9
PB2015.7366	PB2015.7366.8
PB2015.9969	PB2015.9969.12
PB2015.9969	PB2015.9969.13
PB2015.7366	PB2015.7366.5
PB2015.7366	PB2015.7366.4
PB2015.7366	PB2015.7366.7
PB2015.7366	PB2015.7366.6
PB2015.7366	PB2015.7366.1
PB2015.7366	PB2015.7366.3
PB2015.7366	PB2015.7366.2
PB2015.10060	PB2015.10060.1
PB2015.4263	PB2015.4263.10
PB2015.13997	PB2015.13997.1
PB2015.13997	PB2015.13997.3
PB2015.11765	PB2015.11765.1
PB2015.13997	PB2015.13997.4
PB2015.3859	PB2015.3859.4
PB2015.2884	PB2015.2884.4
PB2015.1448	PB2015.1448.2
PB2015.1448	PB2015.1448.3
PB2015.2884	PB2015.2884.1
PB2015.2276	PB2015.2276.9
PB2015.2884	PB2015.2884.3
PB2015.2884	PB2015.2884.2
PB2015.2276	PB2015.2276.4
PB2015.2276	PB2015.2276.5
PB2015.2276	PB2015.2276.6
PB2015.2276	PB2015.2276.7
PB2015.2884	PB2015.2884.9
PB2015.2276	PB2015.2276.1
PB2015.2276	PB2015.2276.2
PB2015.6795	PB2015.6795.3
PB2015.6082	PB2015.6082.17
PB2015.6082	PB2015.6082.16
PB2015.6082	PB2015.6082.15
PB2015.2142	PB2015.2142.9
PB2015.6082	PB2015.6082.13
PB2015.6082	PB2015.6082.12
PB2015.6082	PB2015.6082.11
PB2015.6082	PB2015.6082.10
PB2015.9422	PB2015.9422.2
PB2015.6082	PB2015.6082.18
PB2015.3683	PB2015.3683.1
PB2015.10346	PB2015.10346.1
PB2015.7479	PB2015.7479.24
PB2015.2294	PB2015.2294.1
PB2015.2294	PB2015.2294.2
PB2015.10045	PB2015.10045.1
PB2015.6046	PB2015.6046.1
PB2015.8478	PB2015.8478.8
PB2015.12228	PB2015.12228.2
PB2015.8478	PB2015.8478.2
PB2015.8478	PB2015.8478.3
PB2015.8478	PB2015.8478.1
PB2015.8478	PB2015.8478.6
PB2015.13101	PB2015.13101.1
PB2015.8478	PB2015.8478.4
PB2015.13309	PB2015.13309.19
PB2015.606	PB2015.606.6
PB2015.606	PB2015.606.7
PB2015.6283	PB2015.6283.2
PB2015.606	PB2015.606.5
PB2015.606	PB2015.606.2
PB2015.606	PB2015.606.3
PB2015.606	PB2015.606.1
PB2015.1883	PB2015.1883.12
PB2015.13080	PB2015.13080.1
PB2015.606	PB2015.606.8
PB2015.606	PB2015.606.9
PB2015.5695	PB2015.5695.12
PB2015.5695	PB2015.5695.13
PB2015.5695	PB2015.5695.10
PB2015.5695	PB2015.5695.11
PB2015.5299	PB2015.5299.1
PB2015.9538	PB2015.9538.2
PB2015.9538	PB2015.9538.3
PB2015.14235	PB2015.14235.11
PB2015.10715	PB2015.10715.1
PB2015.2395	PB2015.2395.4
PB2015.9699	PB2015.9699.1
PB2015.8197	PB2015.8197.1
PB2015.14193	PB2015.14193.9
PB2015.2395	PB2015.2395.1
PB2015.2395	PB2015.2395.2
PB2015.2395	PB2015.2395.3
PB2015.10170	PB2015.10170.5
PB2015.10170	PB2015.10170.4
PB2015.13568	PB2015.13568.9
PB2015.16384	PB2015.16384.5
PB2015.10170	PB2015.10170.1
PB2015.10170	PB2015.10170.3
PB2015.10170	PB2015.10170.2
PB2015.13568	PB2015.13568.3
PB2015.13568	PB2015.13568.2
PB2015.13568	PB2015.13568.1
PB2015.13568	PB2015.13568.7
PB2015.13568	PB2015.13568.6
PB2015.13568	PB2015.13568.5
PB2015.13568	PB2015.13568.4
PB2015.5084	PB2015.5084.1
PB2015.16858	PB2015.16858.1
PB2015.12156	PB2015.12156.2
PB2015.8600	PB2015.8600.1
PB2015.7479	PB2015.7479.20
PB2015.630	PB2015.630.1
PB2015.630	PB2015.630.3
PB2015.630	PB2015.630.2
PB2015.630	PB2015.630.4
PB2015.16792	PB2015.16792.1
PB2015.7286	PB2015.7286.10
PB2015.12584	PB2015.12584.1
PB2015.15242	PB2015.15242.1
PB2015.7479	PB2015.7479.23
PB2015.12933	PB2015.12933.4
PB2015.8901	PB2015.8901.1
PB2015.3650	PB2015.3650.2
PB2015.14224	PB2015.14224.1
PB2015.319	PB2015.319.2
PB2015.319	PB2015.319.1
PB2015.8880	PB2015.8880.4
PB2015.8880	PB2015.8880.3
PB2015.8880	PB2015.8880.2
PB2015.8880	PB2015.8880.1
PB2015.319	PB2015.319.4
PB2015.16563	PB2015.16563.1
PB2015.14191	PB2015.14191.2
PB2015.14191	PB2015.14191.1
PB2015.2218	PB2015.2218.1
PB2015.4829	PB2015.4829.8
PB2015.4829	PB2015.4829.9
PB2015.11728	PB2015.11728.1
PB2015.6013	PB2015.6013.1
PB2015.2465	PB2015.2465.8
PB2015.7837	PB2015.7837.1
PB2015.971	PB2015.971.13
PB2015.4829	PB2015.4829.1
PB2015.4829	PB2015.4829.2
PB2015.4829	PB2015.4829.3
PB2015.4829	PB2015.4829.4
PB2015.4829	PB2015.4829.5
PB2015.4829	PB2015.4829.6
PB2015.4829	PB2015.4829.7
PB2015.9500	PB2015.9500.1
PB2015.9500	PB2015.9500.3
PB2015.5283	PB2015.5283.2
PB2015.9500	PB2015.9500.5
PB2015.5283	PB2015.5283.4
PB2015.5283	PB2015.5283.7
PB2015.5283	PB2015.5283.6
PB2015.5283	PB2015.5283.9
PB2015.5283	PB2015.5283.8
PB2015.15198	PB2015.15198.1
PB2015.15198	PB2015.15198.2
PB2015.15198	PB2015.15198.3
PB2015.9683	PB2015.9683.1
PB2015.3242	PB2015.3242.4
PB2015.9683	PB2015.9683.2
PB2015.9683	PB2015.9683.5
PB2015.3242	PB2015.3242.3
PB2015.9683	PB2015.9683.7
PB2015.9683	PB2015.9683.6
PB2015.7854	PB2015.7854.21
PB2015.2315	PB2015.2315.1
PB2015.3284	PB2015.3284.18
PB2015.2465	PB2015.2465.1
PB2015.7966	PB2015.7966.7
PB2015.7393	PB2015.7393.20
PB2015.7966	PB2015.7966.5
PB2015.7966	PB2015.7966.4
PB2015.7966	PB2015.7966.3
PB2015.7966	PB2015.7966.2
PB2015.7966	PB2015.7966.1
PB2015.7393	PB2015.7393.22
PB2015.7966	PB2015.7966.9
PB2015.7966	PB2015.7966.8
