transcript,Ensembl_transcript_ID,Ensembl_gene_ID,Ensembl_gene_symbol
PB2015.10991.8,ENST00000433972,ENSG00000156990,RPUSD3
PB2015.15595.1,ENST00000526926,ENSG00000183309,ZNF623
PB2015.6900.4,ENST00000357654,ENSG00000012048,BRCA1
PB2015.10991.4,ENST00000383820,ENSG00000156990,RPUSD3
PB2015.10991.5,ENST00000424438,ENSG00000156990,RPUSD3
PB2015.10991.2,ENST00000383820,ENSG00000156990,RPUSD3
PB2015.10991.3,ENST00000383820,ENSG00000156990,RPUSD3
PB2015.10991.1,ENST00000383820,ENSG00000156990,RPUSD3
PB2015.7057.14,ENST00000575882,ENSG00000141198,TOM1L1
PB2015.6801.1,ENST00000617633,ENSG00000278053,DDX52
PB2015.7057.16,ENST00000638591,ENSG00000197563,PIGN
PB2015.7362.2,ENST00000262613,ENSG00000109062,SLC9A3R1
PB2015.7057.10,ENST00000575882,ENSG00000141198,TOM1L1
PB2015.7057.11,ENST00000575333,ENSG00000141198,TOM1L1
PB2015.7057.12,ENST00000575882,ENSG00000141198,TOM1L1
PB2015.7362.6,ENST00000262613,ENSG00000109062,SLC9A3R1
PB2015.7362.9,ENST00000262613,ENSG00000109062,SLC9A3R1
PB2015.7362.8,ENST00000262613,ENSG00000109062,SLC9A3R1
PB2015.12178.3,ENST00000324439,ENSG00000163743,RCHY1
PB2015.7175.5,ENST00000083182,ENSG00000062725,APPBP2
PB2015.12178.1,ENST00000324439,ENSG00000163743,RCHY1
PB2015.12178.4,ENST00000505105,ENSG00000163743,RCHY1
PB2015.9387.1,ENST00000451531,ENSG00000196834,POTEI
PB2015.4253.1,ENST00000470258,ENSG00000188811,NHLRC3
PB2015.6799.1,ENST00000612223,ENSG00000275066,SYNRG
PB2015.4253.2,ENST00000470258,ENSG00000188811,NHLRC3
PB2015.11428.3,ENST00000264122,ENSG00000114423,CBLB
PB2015.11106.1,ENST00000320954,ENSG00000170275,CRTAP
PB2015.13483.6,ENST00000634956,ENSG00000158406,HIST1H4H
PB2015.13483.5,ENST00000634956,ENSG00000158406,HIST1H4H
PB2015.13483.4,ENST00000634956,ENSG00000158406,HIST1H4H
PB2015.13483.3,ENST00000634956,ENSG00000158406,HIST1H4H
PB2015.13483.2,ENST00000634956,ENSG00000158406,HIST1H4H
PB2015.13483.1,ENST00000634956,ENSG00000158406,HIST1H4H
PB2015.14851.3,ENST00000265388,ENSG00000064419,TNPO3
PB2015.14851.2,ENST00000265388,ENSG00000064419,TNPO3
PB2015.14851.1,ENST00000265388,ENSG00000064419,TNPO3
PB2015.5241.2,ENST00000559329,ENSG00000138592,USP8
PB2015.4893.1,ENST00000216471,ENSG00000100583,SAMD15
PB2015.1866.1,ENST00000375732,ENSG00000150054,MPP7
PB2015.9266.2,ENST00000283195,ENSG00000153201,RANBP2
PB2015.9266.3,ENST00000283195,ENSG00000153201,RANBP2
PB2015.9553.1,ENST00000410053,ENSG00000163510,CWC22
PB2015.9266.6,ENST00000283195,ENSG00000153201,RANBP2
PB2015.9266.4,ENST00000283195,ENSG00000153201,RANBP2
PB2015.9266.5,ENST00000283195,ENSG00000153201,RANBP2
PB2015.13084.1,ENST00000394886,ENSG00000094880,CDC23
PB2015.13084.2,ENST00000394886,ENSG00000094880,CDC23
PB2015.13084.3,ENST00000394886,ENSG00000094880,CDC23
PB2015.13084.4,ENST00000394886,ENSG00000094880,CDC23
PB2015.13084.5,ENST00000394884,ENSG00000094880,CDC23
PB2015.15796.1,ENST00000267843,ENSG00000140285,FGF7
PB2015.16769.1,ENST00000305963,ENSG00000169446,MMGT1
PB2015.254.7,ENST00000619352,ENSG00000198830,HMGN2
PB2015.254.6,ENST00000619352,ENSG00000198830,HMGN2
PB2015.254.5,ENST00000619352,ENSG00000198830,HMGN2
PB2015.254.4,ENST00000619352,ENSG00000198830,HMGN2
PB2015.254.3,ENST00000619352,ENSG00000198830,HMGN2
PB2015.254.2,ENST00000619352,ENSG00000198830,HMGN2
PB2015.254.1,ENST00000361427,ENSG00000198830,HMGN2
PB2015.254.9,ENST00000619352,ENSG00000198830,HMGN2
PB2015.254.8,ENST00000619352,ENSG00000198830,HMGN2
PB2015.8547.1,ENST00000334976,ENSG00000161671,EMC10
PB2015.9978.1,ENST00000377603,ENSG00000132664,POLR3F
PB2015.8547.3,ENST00000601780,ENSG00000161671,EMC10
PB2015.8547.2,ENST00000601780,ENSG00000161671,EMC10
PB2015.8547.4,ENST00000601780,ENSG00000161671,EMC10
PB2015.4883.1,ENST00000251089,ENSG00000013523,ANGEL1
PB2015.4883.2,ENST00000251089,ENSG00000013523,ANGEL1
PB2015.4883.3,ENST00000251089,ENSG00000013523,ANGEL1
PB2015.4879.1,ENST00000261530,ENSG00000089916,GPATCH2L
PB2015.4015.1,ENST00000288757,ENSG00000157895,C12orf43
PB2015.15280.1,ENST00000262215,ENSG00000066777,ARFGEF1
PB2015.15850.1,ENST00000361138,ENSG00000198887,SMC5
PB2015.10271.2,ENST00000217086,ENSG00000101115,SALL4
PB2015.7800.1,ENST00000252288,ENSG00000130005,GAMT
PB2015.15850.3,ENST00000361138,ENSG00000198887,SMC5
PB2015.2651.1,ENST00000354884,ENSG00000165915,SLC39A13
PB2015.13974.5,ENST00000368576,ENSG00000153975,ZUFSP
PB2015.2651.3,ENST00000354884,ENSG00000165915,SLC39A13
PB2015.13974.7,ENST00000368576,ENSG00000153975,ZUFSP
PB2015.2651.5,ENST00000533076,ENSG00000165915,SLC39A13
PB2015.13974.1,ENST00000368576,ENSG00000153975,ZUFSP
PB2015.13974.2,ENST00000368576,ENSG00000153975,ZUFSP
PB2015.13974.3,ENST00000368576,ENSG00000153975,ZUFSP
PB2015.16257.1,ENST00000371989,ENSG00000148248,SURF4
PB2015.13829.1,ENST00000322507,ENSG00000111799,COL12A1
PB2015.15629.9,ENST00000306145,ENSG00000187954,CYHR1
PB2015.15629.8,ENST00000403000,ENSG00000187954,CYHR1
PB2015.11556.15,ENST00000504813,ENSG00000169714,CNBP
PB2015.15629.3,ENST00000530374,ENSG00000187954,CYHR1
PB2015.15629.2,ENST00000438911,ENSG00000187954,CYHR1
PB2015.15629.1,ENST00000438911,ENSG00000187954,CYHR1
PB2015.15629.7,ENST00000526887,ENSG00000187954,CYHR1
PB2015.15629.6,ENST00000530374,ENSG00000187954,CYHR1
PB2015.15629.5,ENST00000526887,ENSG00000187954,CYHR1
PB2015.15629.4,ENST00000438911,ENSG00000187954,CYHR1
PB2015.6263.8,ENST00000323786,ENSG00000103051,COG4
PB2015.6263.9,ENST00000393612,ENSG00000103051,COG4
PB2015.6263.2,ENST00000564415,ENSG00000103051,COG4
PB2015.6263.3,ENST00000393612,ENSG00000103051,COG4
PB2015.6263.1,ENST00000323786,ENSG00000103051,COG4
PB2015.6263.6,ENST00000564415,ENSG00000103051,COG4
PB2015.6263.7,ENST00000323786,ENSG00000103051,COG4
PB2015.6263.4,ENST00000323786,ENSG00000103051,COG4
PB2015.6263.5,ENST00000564415,ENSG00000103051,COG4
PB2015.11562.7,ENST00000431818,ENSG00000163913,IFT122
PB2015.11562.6,ENST00000431818,ENSG00000163913,IFT122
PB2015.11562.5,ENST00000504021,ENSG00000163913,IFT122
PB2015.11562.4,ENST00000349441,ENSG00000163913,IFT122
PB2015.2325.1,ENST00000355044,ENSG00000107518,ATRNL1
PB2015.11562.2,ENST00000347300,ENSG00000163913,IFT122
PB2015.2325.3,ENST00000355044,ENSG00000107518,ATRNL1
PB2015.2325.2,ENST00000355044,ENSG00000107518,ATRNL1
PB2015.16583.1,ENST00000361470,ENSG00000198934,MAGEE1
PB2015.5156.13,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.10,ENST00000414849,ENSG00000137804,NUSAP1
PB2015.5156.11,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.16,ENST00000414849,ENSG00000137804,NUSAP1
PB2015.5156.17,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.14,ENST00000260359,ENSG00000137804,NUSAP1
PB2015.5156.15,ENST00000450592,ENSG00000137804,NUSAP1
PB2015.16222.11,ENST00000372351,ENSG00000130713,EXOSC2
PB2015.16222.10,ENST00000372358,ENSG00000130713,EXOSC2
PB2015.10098.1,ENST00000344795,ENSG00000101084,C20orf24
PB2015.15451.1,ENST00000358755,ENSG00000164930,FZD6
PB2015.3620.5,ENST00000267101,ENSG00000065361,ERBB3
PB2015.2758.1,ENST00000309318,ENSG00000173457,PPP1R14B
PB2015.7193.16,ENST00000589222,ENSG00000141376,BCAS3
PB2015.13902.1,ENST00000316149,ENSG00000123545,NDUFAF4
PB2015.6358.1,ENST00000340717,ENSG00000165105,RASEF
PB2015.16257.2,ENST00000371989,ENSG00000148248,SURF4
PB2015.2945.2,ENST00000540222,ENSG00000168010,ATG16L2
PB2015.3620.2,ENST00000267101,ENSG00000065361,ERBB3
PB2015.8726.1,ENST00000381765,ENSG00000115756,HPCAL1
PB2015.5001.11,ENST00000392882,ENSG00000140105,WARS
PB2015.5001.10,ENST00000355338,ENSG00000140105,WARS
PB2015.5001.13,ENST00000392882,ENSG00000140105,WARS
PB2015.5001.12,ENST00000392882,ENSG00000140105,WARS
PB2015.9268.1,ENST00000455270,ENSG00000163923,RPL39L
PB2015.8174.1,ENST00000397165,ENSG00000197124,ZNF682
PB2015.8029.1,ENST00000316939,ENSG00000179271,GADD45GIP1
PB2015.2331.1,ENST00000614352,ENSG00000163328,GPR155
PB2015.13568.13,ENST00000375964,ENSG00000204463,BAG6
PB2015.13568.12,ENST00000437771,ENSG00000204463,BAG6
PB2015.14218.1,ENST00000288828,ENSG00000157954,WIPI2
PB2015.12429.1,ENST00000296582,ENSG00000164168,TMEM184C
PB2015.1612.1,ENST00000284617,ENSG00000154429,CCSAP
PB2015.6627.1,ENST00000360954,ENSG00000125430,HS3ST3B1
PB2015.14629.1,ENST00000353047,ENSG00000164733,CTSB
PB2015.2425.1,ENST00000295025,ENSG00000162924,REL
PB2015.5814.4,ENST00000322048,ENSG00000067836,ROGDI
PB2015.5814.3,ENST00000322048,ENSG00000067836,ROGDI
PB2015.5814.2,ENST00000322048,ENSG00000067836,ROGDI
PB2015.5814.1,ENST00000587843,ENSG00000067836,ROGDI
PB2015.15633.1,ENST00000617875,ENSG00000160957,RECQL4
PB2015.7954.8,ENST00000588869,ENSG00000105401,CDC37
PB2015.7954.9,ENST00000222005,ENSG00000105401,CDC37
PB2015.7954.4,ENST00000222005,ENSG00000105401,CDC37
PB2015.7954.5,ENST00000588869,ENSG00000105401,CDC37
PB2015.7954.6,ENST00000222005,ENSG00000105401,CDC37
PB2015.7954.7,ENST00000222005,ENSG00000105401,CDC37
PB2015.3275.1,ENST00000610354,ENSG00000010278,CD9
PB2015.7954.2,ENST00000222005,ENSG00000105401,CDC37
PB2015.3275.3,ENST00000610354,ENSG00000010278,CD9
PB2015.2439.9,ENST00000438658,ENSG00000023191,RNH1
PB2015.2439.8,ENST00000533410,ENSG00000023191,RNH1
PB2015.15892.9,ENST00000376395,ENSG00000135018,UBQLN1
PB2015.15892.8,ENST00000376395,ENSG00000135018,UBQLN1
PB2015.2439.1,ENST00000534797,ENSG00000023191,RNH1
PB2015.15892.6,ENST00000376395,ENSG00000135018,UBQLN1
PB2015.2439.3,ENST00000356187,ENSG00000023191,RNH1
PB2015.2439.2,ENST00000397604,ENSG00000023191,RNH1
PB2015.15892.3,ENST00000257468,ENSG00000135018,UBQLN1
PB2015.15892.2,ENST00000376395,ENSG00000135018,UBQLN1
PB2015.2439.7,ENST00000354420,ENSG00000023191,RNH1
PB2015.2439.6,ENST00000397615,ENSG00000023191,RNH1
PB2015.5441.1,ENST00000295025,ENSG00000162924,REL
PB2015.4326.1,ENST00000261667,ENSG00000102753,KPNA3
PB2015.4326.2,ENST00000261667,ENSG00000102753,KPNA3
PB2015.4326.3,ENST00000261667,ENSG00000102753,KPNA3
PB2015.4326.4,ENST00000345662,ENSG00000021574,SPAST
PB2015.10080.8,ENST00000336505,ENSG00000173611,SCAI
PB2015.2815.3,ENST00000532933,ENSG00000175550,DRAP1
PB2015.2815.2,ENST00000525501,ENSG00000175550,DRAP1
PB2015.2815.1,ENST00000312515,ENSG00000175550,DRAP1
PB2015.11207.3,ENST00000420764,ENSG00000225697,SLC26A6
PB2015.15686.2,ENST00000319217,ENSG00000107186,MPDZ
PB2015.4128.1,ENST00000536435,ENSG00000090612,ZNF268
PB2015.4128.2,ENST00000541009,ENSG00000090612,ZNF268
PB2015.4128.3,ENST00000542986,ENSG00000090612,ZNF268
PB2015.8038.1,ENST00000319545,ENSG00000037757,MRI1
PB2015.12654.1,ENST00000397128,ENSG00000132356,PRKAA1
PB2015.11207.2,ENST00000420764,ENSG00000225697,SLC26A6
PB2015.3528.3,ENST00000293618,ENSG00000161813,LARP4
PB2015.11207.1,ENST00000420764,ENSG00000225697,SLC26A6
PB2015.6364.1,ENST00000433866,ENSG00000230989,HSBP1
PB2015.14520.8,ENST00000451157,ENSG00000127952,STYXL1
PB2015.12074.1,ENST00000558083,ENSG00000151575,TEX9
PB2015.1766.9,ENST00000378714,ENSG00000065328,MCM10
PB2015.1766.8,ENST00000378714,ENSG00000065328,MCM10
PB2015.1766.7,ENST00000378714,ENSG00000065328,MCM10
PB2015.14520.3,ENST00000431581,ENSG00000127952,STYXL1
PB2015.1766.5,ENST00000378714,ENSG00000065328,MCM10
PB2015.1766.4,ENST00000378714,ENSG00000065328,MCM10
PB2015.14520.6,ENST00000438695,ENSG00000127952,STYXL1
PB2015.1766.2,ENST00000378714,ENSG00000065328,MCM10
PB2015.14520.4,ENST00000248600,ENSG00000127952,STYXL1
PB2015.14520.5,ENST00000438695,ENSG00000127952,STYXL1
PB2015.15271.7,ENST00000521198,ENSG00000104205,SGK3
PB2015.7959.5,ENST00000250244,ENSG00000129354,AP1M2
PB2015.1520.4,ENST00000366994,ENSG00000143493,INTS7
PB2015.7745.1,ENST00000368564,ENSG00000196911,KPNA5
PB2015.1520.3,ENST00000366994,ENSG00000143493,INTS7
PB2015.1065.2,ENST00000368827,ENSG00000182134,TDRKH
PB2015.1065.1,ENST00000458431,ENSG00000182134,TDRKH
PB2015.2991.3,ENST00000356341,ENSG00000149269,PAK1
PB2015.8692.1,ENST00000281017,ENSG00000151353,TMEM18
PB2015.8692.2,ENST00000432667,ENSG00000151353,TMEM18
PB2015.8692.3,ENST00000281017,ENSG00000151353,TMEM18
PB2015.8692.4,ENST00000432667,ENSG00000151353,TMEM18
PB2015.9196.9,ENST00000461153,ENSG00000135976,ANKRD36
PB2015.12888.1,ENST00000316610,ENSG00000176055,MBLAC2
PB2015.2991.1,ENST00000356341,ENSG00000149269,PAK1
PB2015.880.3,ENST00000349139,ENSG00000065183,WDR3
PB2015.15035.1,ENST00000331222,ENSG00000182372,CLN8
PB2015.13607.9,ENST00000482914,ENSG00000204256,BRD2
PB2015.13607.8,ENST00000482914,ENSG00000204256,BRD2
PB2015.13607.1,ENST00000374825,ENSG00000204256,BRD2
PB2015.13607.3,ENST00000482914,ENSG00000204256,BRD2
PB2015.13607.2,ENST00000482914,ENSG00000204256,BRD2
PB2015.13607.5,ENST00000374831,ENSG00000204256,BRD2
PB2015.13607.4,ENST00000374831,ENSG00000204256,BRD2
PB2015.13607.7,ENST00000374825,ENSG00000204256,BRD2
PB2015.13607.6,ENST00000495733,ENSG00000204256,BRD2
PB2015.10672.1,ENST00000215832,ENSG00000100030,MAPK1
PB2015.10672.2,ENST00000215832,ENSG00000100030,MAPK1
PB2015.10672.3,ENST00000215832,ENSG00000100030,MAPK1
PB2015.7647.1,ENST00000592875,ENSG00000141428,C18orf21
PB2015.10581.1,ENST00000397826,ENSG00000160256,FAM207A
PB2015.4875.4,ENST00000298832,ENSG00000119685,TTLL5
PB2015.2786.1,ENST00000279249,ENSG00000149798,CDC42EP2
PB2015.10751.1,ENST00000354694,ENSG00000100029,PES1
PB2015.10751.2,ENST00000354694,ENSG00000100029,PES1
PB2015.10751.3,ENST00000354694,ENSG00000100029,PES1
PB2015.10751.4,ENST00000354694,ENSG00000100029,PES1
PB2015.8704.1,ENST00000315212,ENSG00000171865,RNASEH1
PB2015.5677.1,ENST00000199706,ENSG00000086504,MRPL28
PB2015.1645.2,ENST00000366603,ENSG00000054267,ARID4B
PB2015.1645.1,ENST00000366603,ENSG00000054267,ARID4B
PB2015.7161.7,ENST00000428462,ENSG00000100206,DMC1
PB2015.5677.2,ENST00000199706,ENSG00000086504,MRPL28
PB2015.4187.3,ENST00000319826,ENSG00000122026,RPL21
PB2015.2058.6,ENST00000372945,ENSG00000182180,MRPS16
PB2015.2058.4,ENST00000372945,ENSG00000182180,MRPS16
PB2015.2058.5,ENST00000372945,ENSG00000182180,MRPS16
PB2015.2058.2,ENST00000372945,ENSG00000182180,MRPS16
PB2015.2058.3,ENST00000372945,ENSG00000182180,MRPS16
PB2015.2058.1,ENST00000372945,ENSG00000182180,MRPS16
PB2015.5677.4,ENST00000199706,ENSG00000086504,MRPL28
PB2015.5677.5,ENST00000199706,ENSG00000086504,MRPL28
PB2015.2764.1,ENST00000352435,ENSG00000126432,PRDX5
PB2015.2764.2,ENST00000265462,ENSG00000126432,PRDX5
PB2015.2764.3,ENST00000265462,ENSG00000126432,PRDX5
PB2015.2764.4,ENST00000265462,ENSG00000126432,PRDX5
PB2015.9196.6,ENST00000534304,ENSG00000174501,ANKRD36C
PB2015.11016.1,ENST00000309576,ENSG00000132170,PPARG
PB2015.9874.1,ENST00000321264,ENSG00000180902,D2HGDH
PB2015.9874.2,ENST00000436747,ENSG00000180902,D2HGDH
PB2015.11791.1,ENST00000263967,ENSG00000121879,PIK3CA
PB2015.7657.8,ENST00000358232,ENSG00000134759,ELP2
PB2015.7657.9,ENST00000358232,ENSG00000134759,ELP2
PB2015.13118.1,ENST00000504120,ENSG00000204970,PCDHA1
PB2015.132.1,ENST00000395422,ENSG00000106153,CHCHD2
PB2015.11958.2,ENST00000353275,ENSG00000109685,NSD2
PB2015.7657.1,ENST00000358232,ENSG00000134759,ELP2
PB2015.7657.2,ENST00000358232,ENSG00000134759,ELP2
PB2015.7657.3,ENST00000358232,ENSG00000134759,ELP2
PB2015.7657.4,ENST00000442325,ENSG00000134759,ELP2
PB2015.7657.5,ENST00000358232,ENSG00000134759,ELP2
PB2015.7657.6,ENST00000442325,ENSG00000134759,ELP2
PB2015.7657.7,ENST00000358232,ENSG00000134759,ELP2
PB2015.9088.8,ENST00000377526,ENSG00000115307,AUP1
PB2015.9088.9,ENST00000377526,ENSG00000115307,AUP1
PB2015.10745.2,ENST00000407689,ENSG00000239282,CASTOR1
PB2015.10745.1,ENST00000404953,ENSG00000239282,CASTOR1
PB2015.8271.1,ENST00000292894,ENSG00000161277,THAP8
PB2015.9088.2,ENST00000425118,ENSG00000115307,AUP1
PB2015.9088.3,ENST00000377526,ENSG00000115307,AUP1
PB2015.9088.4,ENST00000377526,ENSG00000115307,AUP1
PB2015.9088.5,ENST00000377526,ENSG00000115307,AUP1
PB2015.9088.6,ENST00000425118,ENSG00000115307,AUP1
PB2015.9088.7,ENST00000377526,ENSG00000115307,AUP1
PB2015.11717.1,ENST00000483754,ENSG00000248710,AC079594.2
PB2015.16646.1,ENST00000338895,ENSG00000169598,DFFB
PB2015.6184.8,ENST00000359087,ENSG00000159593,NAE1
PB2015.6146.1,ENST00000245157,ENSG00000125124,BBS2
PB2015.1584.4,ENST00000612651,ENSG00000143811,PYCR2
PB2015.2405.4,ENST00000331244,ENSG00000108010,GLRX3
PB2015.6184.5,ENST00000290810,ENSG00000159593,NAE1
PB2015.6184.6,ENST00000379463,ENSG00000159593,NAE1
PB2015.6184.7,ENST00000379463,ENSG00000159593,NAE1
PB2015.6184.1,ENST00000290810,ENSG00000159593,NAE1
PB2015.6184.2,ENST00000290810,ENSG00000159593,NAE1
PB2015.6184.3,ENST00000359087,ENSG00000159593,NAE1
PB2015.2970.1,ENST00000531849,ENSG00000166435,XRRA1
PB2015.16808.2,ENST00000218104,ENSG00000101986,ABCD1
PB2015.16808.1,ENST00000218104,ENSG00000101986,ABCD1
PB2015.5314.1,ENST00000267811,ENSG00000140262,TCF12
PB2015.5314.2,ENST00000267811,ENSG00000140262,TCF12
PB2015.5314.3,ENST00000267811,ENSG00000140262,TCF12
PB2015.5314.4,ENST00000267811,ENSG00000140262,TCF12
PB2015.5314.5,ENST00000471841,ENSG00000171109,MFN1
PB2015.5465.5,ENST00000483723,ENSG00000179335,CLK3
PB2015.6219.4,ENST00000346183,ENSG00000072736,NFATC3
PB2015.2960.2,ENST00000310473,ENSG00000175567,UCP2
PB2015.2960.3,ENST00000310473,ENSG00000175567,UCP2
PB2015.2960.1,ENST00000310473,ENSG00000175567,UCP2
PB2015.367.1,ENST00000373130,ENSG00000196182,STK40
PB2015.367.2,ENST00000373132,ENSG00000196182,STK40
PB2015.367.3,ENST00000373129,ENSG00000196182,STK40
PB2015.15391.1,ENST00000575112,ENSG00000129197,RPAIN
PB2015.16251.3,ENST00000372022,ENSG00000148296,SURF6
PB2015.6219.3,ENST00000346183,ENSG00000072736,NFATC3
PB2015.545.3,ENST00000371208,ENSG00000134709,HOOK1
PB2015.1446.10,ENST00000367210,ENSG00000058673,ZC3H11A
PB2015.11867.1,ENST00000310380,ENSG00000173950,XXYLT1
PB2015.1151.1,ENST00000368309,ENSG00000160803,UBQLN4
PB2015.10459.5,ENST00000381815,ENSG00000159131,GART
PB2015.10459.4,ENST00000361093,ENSG00000159131,GART
PB2015.10459.3,ENST00000361093,ENSG00000159131,GART
PB2015.10459.2,ENST00000361093,ENSG00000159131,GART
PB2015.10459.1,ENST00000361093,ENSG00000159131,GART
PB2015.14931.1,ENST00000441159,ENSG00000170379,TCAF2
PB2015.14931.2,ENST00000441159,ENSG00000170379,TCAF2
PB2015.14931.3,ENST00000441159,ENSG00000170379,TCAF2
PB2015.12353.1,ENST00000379565,ENSG00000177189,RPS6KA3
PB2015.5465.3,ENST00000483723,ENSG00000179335,CLK3
PB2015.14769.2,ENST00000247815,ENSG00000127311,HELB
PB2015.6666.1,ENST00000327031,ENSG00000177731,FLII
PB2015.3317.4,ENST00000357529,ENSG00000166532,RIMKLB
PB2015.2491.2,ENST00000429814,ENSG00000258659,TRIM34
PB2015.2491.1,ENST00000429814,ENSG00000258659,TRIM34
PB2015.3440.1,ENST00000398675,ENSG00000151233,GXYLT1
PB2015.10670.9,ENST00000626352,ENSG00000100023,PPIL2
PB2015.5069.11,ENST00000337451,ENSG00000140157,NIPA2
PB2015.10445.1,ENST00000290155,ENSG00000159079,C21orf59
PB2015.10445.2,ENST00000382549,ENSG00000159079,C21orf59
PB2015.10445.3,ENST00000382549,ENSG00000159079,C21orf59
PB2015.8243.2,ENST00000492450,ENSG00000197841,ZNF181
PB2015.8243.3,ENST00000492450,ENSG00000197841,ZNF181
PB2015.4540.1,ENST00000352371,ENSG00000100336,APOL4
PB2015.10850.3,ENST00000433117,ENSG00000100335,MIEF1
PB2015.6481.4,ENST00000344595,ENSG00000167720,SRR
PB2015.6481.5,ENST00000344595,ENSG00000167720,SRR
PB2015.5323.8,ENST00000380516,ENSG00000137776,SLTM
PB2015.5323.9,ENST00000249736,ENSG00000137776,SLTM
PB2015.6481.1,ENST00000344595,ENSG00000167720,SRR
PB2015.6481.2,ENST00000344595,ENSG00000167720,SRR
PB2015.1204.1,ENST00000367988,ENSG00000158882,TOMM40L
PB2015.5323.2,ENST00000380516,ENSG00000137776,SLTM
PB2015.5323.3,ENST00000380516,ENSG00000137776,SLTM
PB2015.9662.1,ENST00000319170,ENSG00000173166,RAPH1
PB2015.5323.6,ENST00000380516,ENSG00000137776,SLTM
PB2015.5323.7,ENST00000380516,ENSG00000137776,SLTM
PB2015.5323.4,ENST00000380516,ENSG00000137776,SLTM
PB2015.5323.5,ENST00000249736,ENSG00000137776,SLTM
PB2015.7459.1,ENST00000390015,ENSG00000171298,GAA
PB2015.7459.2,ENST00000390015,ENSG00000171298,GAA
PB2015.7459.3,ENST00000390015,ENSG00000171298,GAA
PB2015.7459.4,ENST00000390015,ENSG00000171298,GAA
PB2015.7459.5,ENST00000390015,ENSG00000171298,GAA
PB2015.7459.6,ENST00000302262,ENSG00000171298,GAA
PB2015.7459.7,ENST00000390015,ENSG00000171298,GAA
PB2015.16365.2,ENST00000380861,ENSG00000047644,WWC3
PB2015.16365.1,ENST00000380861,ENSG00000047644,WWC3
PB2015.15208.1,ENST00000534961,ENSG00000120925,RNF170
PB2015.13039.4,ENST00000638452,ENSG00000283782,AC116366.3
PB2015.13039.5,ENST00000638452,ENSG00000283782,AC116366.3
PB2015.13039.6,ENST00000638452,ENSG00000283782,AC116366.3
PB2015.12343.4,ENST00000536435,ENSG00000090612,ZNF268
PB2015.10978.1,ENST00000264926,ENSG00000070950,RAD18
PB2015.12343.2,ENST00000274008,ENSG00000145375,SPATA5
PB2015.12343.1,ENST00000274008,ENSG00000145375,SPATA5
PB2015.13039.3,ENST00000638452,ENSG00000283782,AC116366.3
PB2015.13039.8,ENST00000638452,ENSG00000283782,AC116366.3
PB2015.13039.9,ENST00000638452,ENSG00000283782,AC116366.3
PB2015.8799.1,ENST00000264711,ENSG00000115137,DNAJC27
PB2015.2485.4,ENST00000493547,ENSG00000148985,PGAP2
PB2015.2485.5,ENST00000396991,ENSG00000148985,PGAP2
PB2015.2485.6,ENST00000300730,ENSG00000148985,PGAP2
PB2015.2485.7,ENST00000477358,ENSG00000148985,PGAP2
PB2015.2485.1,ENST00000493547,ENSG00000148985,PGAP2
PB2015.2485.2,ENST00000396986,ENSG00000148985,PGAP2
PB2015.2485.3,ENST00000300730,ENSG00000148985,PGAP2
PB2015.14852.1,ENST00000325006,ENSG00000158467,AHCYL2
PB2015.16140.1,ENST00000361436,ENSG00000197958,RPL12
PB2015.2485.8,ENST00000528216,ENSG00000148985,PGAP2
PB2015.2485.9,ENST00000396986,ENSG00000148985,PGAP2
PB2015.7323.8,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.9,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.1,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.2,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.3,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.4,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.5,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.6,ENST00000356126,ENSG00000197170,PSMD12
PB2015.7323.7,ENST00000356126,ENSG00000197170,PSMD12
PB2015.11956.2,ENST00000420906,ENSG00000109685,NSD2
PB2015.11956.3,ENST00000382892,ENSG00000109685,NSD2
PB2015.11956.1,ENST00000508803,ENSG00000109685,NSD2
PB2015.6123.1,ENST00000436909,ENSG00000121274,PAPD5
PB2015.11956.4,ENST00000503128,ENSG00000109685,NSD2
PB2015.6123.2,ENST00000436909,ENSG00000121274,PAPD5
PB2015.1814.1,ENST00000294066,ENSG00000168067,MAP4K2
PB2015.11879.2,ENST00000333602,ENSG00000061938,TNK2
PB2015.15113.1,ENST00000356864,ENSG00000173535,TNFRSF10C
PB2015.11879.1,ENST00000381916,ENSG00000061938,TNK2
PB2015.6209.10,ENST00000562787,ENSG00000102901,CENPT
PB2015.6209.11,ENST00000562787,ENSG00000102901,CENPT
PB2015.6209.12,ENST00000562787,ENSG00000102901,CENPT
PB2015.14456.1,ENST00000304874,ENSG00000126522,ASL
PB2015.14456.2,ENST00000304874,ENSG00000126522,ASL
PB2015.14456.3,ENST00000380839,ENSG00000126522,ASL
PB2015.14456.4,ENST00000304874,ENSG00000126522,ASL
PB2015.9867.10,ENST00000402096,ENSG00000168397,ATG4B
PB2015.14456.6,ENST00000380839,ENSG00000126522,ASL
