transcript,length,
NM_001290075,2667,
NM_001290077,3246,
NM_001290076,2667,
NM_001290073,1152,
NM_001290072,1434,
NM_173499,318,
NM_173491,1083,
NM_173490,975,
NM_173493,2322,
NM_173495,2667,
NM_173494,645,
NM_173497,624,
NM_173496,1731,
NM_199420,7773,
NM_199421,1323,
NM_199424,1296,
NM_199425,720,
NM_199426,2040,
NM_199427,1938,
NM_181342,669,
NM_001323276,1377,
NM_001323277,1362,
NM_001323274,1437,
NM_001323275,1413,
NM_001323273,1485,
NM_001323278,1338,
NM_001323279,1326,
NM_178861,969,
NM_178860,2985,
NM_178863,990,
NM_178862,2481,
NM_178865,1368,
NM_178864,2409,
NM_178868,522,
NM_001300868,1371,
NM_001300869,1086,
NM_173728,2526,
NM_001300864,393,
NM_001042480,729,
NM_001300866,3534,
NM_001042482,585,
NM_001300860,3099,
NM_134441,558,
NM_001300862,1506,
NM_001042486,858,
NM_001270399,1356,
NM_001277163,639,
NM_001320783,294,
NM_175767,990,
NM_003508,1776,
NM_003503,1725,
NM_003502,2589,
NM_003501,2103,
NM_003500,2046,
NM_003507,1725,
NM_003506,2121,
NM_003505,1944,
NM_003504,1701,
NM_001197317,465,
NM_001346304,1608,
NM_001197318,399,
NM_001197319,288,
NM_001166349,1821,
NM_001166348,1821,
NM_001039693,948,
NM_001166343,924,
NM_001166340,639,
NM_001166347,1821,
NM_001166346,459,
NM_001166345,741,
NM_005901,1404,
NM_005900,1398,
NM_001195800,2079,
NM_001256067,1431,
NM_005905,1293,
NM_005904,1281,
NM_001256062,318,
NM_001256063,1884,
NM_005909,7407,
NM_001190839,387,
NM_001291858,4101,
NM_014912,2097,
NM_032486,549,
NM_032487,1119,
NM_032484,1593,
NM_032485,2523,
NM_032482,4614,
NM_032483,651,
NM_001353183,906,
NM_001172517,2202,
NM_032488,339,
NM_032489,1632,
NM_001352739,2850,
NM_001352738,2862,
NM_001353181,966,
NM_001352733,2931,
NM_001352732,2943,
NM_001352731,2946,
NM_001353180,939,
NM_001352737,2922,
NM_001352736,2883,
NM_001352735,2889,
NM_001352734,2889,
NM_001349496,1686,
NM_001349497,1683,
NM_001349494,1689,
NM_001346946,1122,
NM_031289,858,
NM_031288,1071,
NM_001349490,1449,
NM_001349491,1326,
NM_001168474,1131,
NM_031284,1491,
NM_031287,261,
NM_031286,282,
NM_031281,2934,
NM_001346948,1122,
NM_031283,1767,
NM_001349499,1674,
NM_032738,1131,
NM_032735,2007,
NM_032737,1863,
NM_032730,1191,
NM_032731,372,
NM_181349,2196,
NM_001320786,246,
NM_147169,336,
NM_002673,6408,
NM_002670,1890,
NM_002676,789,
NM_002677,399,
NM_002674,498,
NM_002675,1902,
NM_001039362,1284,
NM_001039360,1860,
NM_001039361,1425,
NM_001039366,615,
NM_001039367,591,
NM_001320785,246,
NM_015439,825,
NM_015430,2214,
NM_015431,1461,
NM_015433,681,
NM_015434,2889,
NM_015435,2517,
NM_015436,786,
NM_003262,1200,
NM_001308471,1041,
NM_001308470,1041,
NM_001308476,1041,
NM_001042439,657,
NM_001302627,312,
NM_001353064,2229,
NM_001353065,2229,
NM_001353066,2229,
NM_001353067,2229,
NM_001353060,2196,
NM_001353061,2196,
NM_001353062,2196,
NM_001353063,2229,
NM_052905,3279,
NM_003266,2400,
NM_052907,3237,
NM_052906,2463,
NM_001353068,2229,
NM_052900,10617,
NM_052903,3075,
NM_052902,3267,
NM_001354234,873,
NM_170604,2022,
NM_001354236,5700,
NM_170606,14736,
NM_001354230,5781,
NM_170600,2583,
NM_001354232,5748,
NM_001354233,873,
NM_003265,2715,
NM_170609,537,
NM_001354239,5682,
NM_033468,1692,
NM_033467,2340,
NM_001173533,1530,
NM_001378,1917,
NM_001379,4851,
NM_001376,13941,
NM_001377,12924,
NM_001374,900,
NM_001375,1083,
NM_001372,13461,
NM_001373,13548,
NM_001370,12477,
NM_001320789,228,
NM_001326358,3150,
NM_001301650,1197,
NM_001320210,1047,
NM_001350001,3666,
NM_001350007,687,
NM_001350006,687,
NM_001350005,687,
NM_001350004,690,
NM_001320219,3087,
NM_001320218,375,
NM_001350009,720,
NM_001350008,720,
NM_001017438,570,
NM_001346030,1314,
NM_174963,1335,
NM_001146172,597,
NM_174965,513,
NM_174966,834,
NM_174967,468,
NM_174968,1290,
NM_174969,1080,
NM_001146178,264,
NM_001146179,264,
NM_001206974,984,
NM_001206972,5724,
NM_001171622,954,
NM_181268,696,
NM_001171623,699,
NM_001244962,642,
NM_001244963,7467,
NM_001244960,1662,
NM_001355186,1050,
NM_003268,2577,
NM_001039966,1128,
NM_207429,375,
NM_000421,1755,
NM_000420,2199,
NM_000423,1920,
NM_000422,1299,
NM_000425,3774,
NM_000424,1773,
NM_000427,939,
NM_000426,9369,
NM_000429,1188,
NM_000428,5466,
NM_001160183,381,
NM_001100392,876,
NM_003990,1299,
NM_006743,474,
NM_003992,1473,
NM_006741,516,
NM_001351358,2001,
NM_003995,3144,
NM_006744,606,
NM_006745,882,
NM_153633,795,
NM_001351355,1017,
NM_153631,1332,
NM_006749,1959,
NM_153636,1677,
NM_153635,1662,
NM_153634,1695,
NM_001165937,1338,
NM_001165931,1350,
NM_001100396,864,
NM_001165933,1455,
NM_001100397,2604,
NM_001165938,1284,
NM_001079653,2040,
NM_001167577,2406,
NM_001204344,579,
NM_001167575,651,
NM_001167574,501,
NM_001324246,1686,
NM_001324247,1686,
NM_001324244,1290,
NM_001127383,474,
NM_001324242,1314,
NM_001127385,246,
NM_001324240,417,
NM_001288646,1230,
NM_001007551,570,
NM_007299,2100,
NM_007298,2280,
NM_007297,5451,
NM_007294,5592,
NM_007293,5235,
NM_007292,1983,
NM_001193453,909,
NM_001193452,579,
NM_001321991,1611,
NM_001321990,585,
NM_001321993,1002,
NM_001321992,1485,
NM_001321995,1056,
NM_001321994,1002,
NM_001321997,795,
NM_001321996,795,
NM_001282151,276,
NM_001282150,645,
NM_001282157,579,
NM_001331190,231,
NM_001350981,1143,
NM_001354605,1578,
NM_001042384,1428,
NM_001318043,642,
NM_001354604,1581,
NM_001350984,861,
NM_006522,1098,
NM_001350985,861,
NM_001297578,327,
NM_001127218,1410,
NM_001286550,462,
NM_001166624,810,
NM_001127219,1506,
NM_001166621,438,
NM_001257072,258,
NM_001324354,354,
NM_001324355,288,
NM_001206647,552,
NM_001324357,1626,
NM_001352394,1422,
NM_001324350,1377,
NM_001352397,1137,
NM_001324351,1377,
NM_004313,1230,
NM_001017963,2565,
NM_006528,708,
NM_004312,1167,
NM_001017964,972,
NM_001324353,1716,
NM_001143,579,
NM_004310,576,
NM_001318040,2766,
NM_001145,444,
NM_001352392,1545,
NM_001252598,216,
NM_001144,1932,
NM_004315,1236,
NM_001144944,519,
NM_004314,984,
NM_001291308,300,
NM_001291309,2688,
NM_001144941,213,
NM_001163646,1365,
NM_001352398,1137,
NM_001330096,4314,
NM_001330097,1320,
NM_001201475,399,
NM_004327,3816,
NM_001330095,4383,
NM_014420,675,
NM_014421,780,
NM_014423,3492,
NM_014424,513,
NM_014425,3198,
NM_014426,1215,
NM_014427,1902,
NM_014429,2955,
NM_001291304,549,
NM_023105,2202,
NM_023106,2196,
NM_001352078,1326,
NM_001348343,3561,
NM_145277,942,
NM_001352071,3249,
NM_182688,414,
NM_182689,624,
NM_022470,870,
NM_022476,879,
NM_022477,1092,
NM_022474,2028,
NM_022475,2103,
NM_182680,618,
NM_182681,528,
NM_022478,2460,
NM_182683,798,
NM_182684,831,
NM_182685,552,
NM_182687,1443,
NM_001330782,1056,
NM_001317739,252,
NM_001330786,2694,
NM_000460,1062,
NM_001330784,2943,
NM_001330785,2187,
NM_001321601,357,
NM_001330788,3168,
NM_001330789,3090,
NM_001317734,2109,
NM_001317735,1731,
NM_016188,1281,
NM_001033045,2613,
NM_001033044,1122,
NM_001033047,1698,
NM_001033046,564,
NM_001178098,1674,
NM_001178099,1920,
NM_001349541,1302,
NM_001178094,1158,
NM_001178095,1299,
NM_001178096,717,
NM_001178097,522,
NM_001178090,1569,
NM_001178091,1050,
NM_001178092,978,
NM_001178093,1197,
NM_001014446,465,
NM_032471,237,
NM_001026,402,
NM_032470,2022,
NM_001101391,1779,
NM_001282634,315,
NM_001282635,315,
NM_001282636,192,
NM_001282630,1605,
NM_001282631,1635,
NM_001282632,993,
NM_001282633,315,
NM_001317086,1218,
NM_172037,1026,
NM_001288779,2541,
NM_001288778,1824,
NM_001288777,1035,
NM_001288776,1965,
NM_144781,687,
NM_001288774,3795,
NM_001288773,498,
NM_001288772,4461,
NM_001288771,1644,
NM_001317089,195,
NM_001135111,816,
NM_001101648,3999,
NM_001322958,1041,
NM_001322959,1038,
NM_001024,252,
NM_001322955,1029,
NM_001322956,1128,
NM_001322957,1032,
NM_001322950,1527,
NM_001322951,1440,
NM_001303461,432,
NM_001242503,333,
NM_001242500,771,
NM_001242501,669,
NM_001303465,891,
NM_001135175,2004,
NM_001135176,1983,
NM_001135177,1716,
NM_001135178,1605,
NM_001303468,564,
NM_001242508,1707,
NM_001130528,3966,
NM_001024628,1935,
NM_001320558,546,
NM_001320559,1830,
NM_001130520,1890,
NM_001130523,2442,
NM_001130524,1308,
NM_001320557,588,
NM_001320555,1047,
NM_001345893,1719,
NM_001352643,4548,
NM_001272082,414,
NM_001272083,357,
NM_001272086,345,
NM_001272087,939,
NM_001272088,939,
NM_020056,768,
NM_001352647,5886,
NM_001265604,708,
NM_001265605,708,
NM_001265602,3594,
NM_001322057,1905,
NM_001265600,1512,
NM_001265601,852,
NM_024867,5469,
NM_024865,918,
NM_001322056,1905,
NM_024863,648,
NM_024861,840,
NM_001265609,2013,
NM_022089,3543,
NM_175566,3081,
NM_022895,789,
NM_001146320,987,
NM_175569,543,
NM_001286645,1989,
NM_001286644,1476,
NM_001286646,2427,
NM_001286640,1206,
NM_001286643,1086,
NM_001286649,1239,
NM_001286648,2154,
NM_001256691,1716,
NM_001014839,2190,
NM_001014838,471,
NM_022662,5835,
NM_001014832,1776,
NM_001014831,1776,
NM_001014837,471,
NM_022661,294,
NM_001014835,1317,
NM_001014834,1317,
NM_001102600,1755,
NM_001102603,2457,
NM_001102605,1770,
NM_001102608,6792,
NM_001102609,309,
NM_001321504,774,
NM_001321505,786,
NM_001191005,786,
NM_001204818,1209,
NM_001204813,1575,
NM_001204811,375,
NM_001204817,1725,
NM_001204814,1080,
NM_032138,2055,
NM_032139,3153,
NM_032136,1881,
NM_032137,2715,
NM_032134,4992,
NM_032135,2478,
NM_032132,1185,
NM_032133,2955,
NM_032130,2682,
NM_032131,2604,
NM_001039567,792,
NM_001039569,465,
NM_001145855,1770,
NM_001145856,1857,
NM_001145850,2505,
NM_001145851,2502,
NM_001145852,2478,
NM_001145853,2673,
NM_079421,501,
NM_079420,585,
NM_079423,456,
NM_079422,453,
NM_001289116,861,
NM_001318366,330,
NM_001318367,660,
NM_001318364,390,
NM_001318365,330,
NM_001318362,513,
NM_001318363,459,
NM_001318360,3657,
NM_001318361,2130,
NM_001320467,1308,
NM_001318368,1392,
NM_001318369,1692,
NM_001301045,1332,
NM_033261,684,
NM_001278159,771,
NM_033262,2778,
NM_001015049,1467,
NM_001015048,1344,
NM_033267,1416,
NM_033266,2781,
NM_001015045,2094,
NM_001305173,1188,
NM_001313900,1770,
NM_032029,798,
NM_001109659,333,
NM_173860,849,
NM_001301410,849,
NM_001321181,642,
NM_001278000,1113,
NM_001318949,1152,
NM_001282554,1116,
NM_001190764,531,
NM_001318943,519,
NM_001318940,696,
NM_001318941,756,
NM_001318946,651,
NM_001134650,357,
NM_001318944,963,
NM_001318945,933,
NM_001184935,2355,
NM_001345993,1047,
NM_001134651,675,
NM_001282551,1386,
NM_001282550,1386,
NM_022362,3093,
NM_001301041,315,
NM_001282552,1116,
NM_001014796,2568,
NM_001014797,3549,
NM_001014794,1359,
NM_001014795,1359,
NM_198887,1143,
NM_001018115,4356,
NM_001350249,1848,
NM_001350248,2238,
NM_001350247,1239,
NM_001350246,1239,
NM_001350241,954,
NM_001350240,954,
NM_001350242,954,
NM_153439,1962,
NM_001287604,2184,
NM_153435,2682,
NM_001351197,1113,
NM_001351194,972,
NM_153436,1974,
NM_001351192,1113,
NM_001351193,1113,
NM_153433,2490,
NM_001351191,1113,
NM_001195279,672,
NM_001195278,885,
NM_001195272,2982,
NM_001301042,366,
NM_133510,1053,
NM_001161630,1521,
NM_001306129,7341,
NM_001258265,3795,
NM_001324008,1272,
NM_001324009,1272,
NM_153380,2340,
NM_001324000,1611,
NM_001324001,1476,
NM_001324002,1416,
NM_001324003,1416,
NM_001324004,1416,
NM_001324005,1416,
NM_001324006,1272,
NM_001324007,1272,
NM_001349487,474,
NM_001258263,3873,
NM_181265,3852,
NM_001348532,1308,
NM_001348533,1308,
NM_001348530,1377,
NM_001256030,759,
NM_001348536,1308,
NM_001348537,1308,
NM_001348534,1308,
NM_001350392,2553,
NM_005952,186,
NM_001349486,744,
NM_001354837,408,
NM_001349489,1488,
NM_001624,5172,
NM_016094,600,
NM_172377,543,
NM_172375,1836,
NM_172374,1770,
NM_172373,1860,
NM_001304718,621,
NM_172370,462,
NM_001253357,3282,
NM_001290252,2277,
NM_001290255,645,
NM_001290254,645,
NM_001193308,1689,
NM_001012303,1248,
NM_001012302,2349,
NM_001012301,1710,
NM_001012300,1428,
NM_001193302,1890,
NM_001193301,2286,
NM_001193300,2286,
NM_001193307,4770,
NM_001193306,1053,
NM_001165928,2688,
NM_001351588,2247,
NM_001047434,174,
NM_001040425,546,
NM_001314077,2127,
NM_001040427,783,
NM_001040429,3480,
NM_001040428,1704,
NM_001626,1446,
NM_001003701,351,
NM_001003700,4431,
NM_001003703,327,
NM_001003702,1455,
NM_013227,7593,
NM_001003704,408,
NM_001303103,2343,
NM_013229,3714,
NM_001303106,1050,
NM_001303107,1212,
NM_001303104,2268,
NM_001303105,1734,
NM_001312891,1209,
NM_001309883,1881,
NM_001081003,675,
NM_001081004,675,
NM_001160277,1545,
NM_001166306,1191,
NM_001166305,1428,
NM_138804,1593,
NM_001284322,396,
NM_153209,2997,
NM_001256455,1620,
NM_001166301,2109,
NM_001256456,1821,
NM_001329755,324,
NM_001256823,273,
NM_001330688,2112,
NM_181651,513,
NM_001353118,1515,
NM_001353119,1488,
NM_001349287,1251,
NM_001349286,825,
NM_001349285,234,
NM_001349284,243,
NM_001349283,2700,
NM_001349282,2994,
NM_001349281,2994,
NM_001349280,2994,
NM_001349289,1086,
NM_001349288,1116,
NM_014622,2361,
NM_001330683,6078,
NM_001353453,978,
NM_014621,768,
NM_001353455,543,
NM_001353454,840,
NM_001353457,2031,
NM_014625,1152,
NM_001353459,2037,
NM_001353458,2121,
NM_014628,825,
NM_014629,4035,
NM_001353116,498,
NM_003718,4539,
NM_003719,2658,
NM_003712,867,
NM_003713,936,
NM_003710,1542,
NM_003711,855,
NM_003716,4062,
NM_001008860,1083,
NM_003714,909,
NM_003715,2889,
NM_001197104,11919,
NM_001197107,1425,
NM_018502,1482,
NM_001330684,918,
NM_001197109,735,
NM_001197108,768,
NM_018509,924,
NM_014999,678,
NM_001318008,210,
NM_014990,6111,
NM_001318006,678,
NM_001318005,1422,
NM_014994,4527,
NM_001318002,438,
NM_014996,5058,
NM_001318000,1002,
NM_005710,798,
NM_005711,1443,
NM_001283129,954,
NM_005713,1875,
NM_005714,774,
NM_005715,1221,
NM_005716,1002,
NM_005717,456,
NM_005718,507,
NM_032673,780,
NM_001164537,2661,
NM_176881,1017,
NM_176880,420,
NM_176883,924,
NM_176882,972,
NM_176885,930,
NM_000221,897,
NM_176887,930,
NM_176886,900,
NM_176889,930,
NM_176888,900,
NM_001161727,435,
NM_001352504,1464,
NM_001161728,435,
NM_001352506,1017,
NM_001352507,1527,
NM_001352500,1596,
NM_001352501,1596,
NM_001352502,1596,
NM_001161729,435,
NM_001352508,2121,
NM_001164538,2412,
NM_001267803,1128,
NM_001164539,2268,
NM_000229,1323,
NM_000228,3519,
NM_001350902,2091,
NM_001350903,2091,
NM_001350900,1920,
NM_001354682,1425,
NM_001354685,1308,
NM_001354684,1308,
NM_001354687,1308,
NM_001350905,2091,
NM_001354689,2007,
NM_001350908,1731,
NM_001350909,1731,
NM_152291,1134,
NM_001321370,507,
NM_001321375,1311,
NM_001321376,1374,
NM_001321378,5061,
NM_001037225,651,
NM_018460,1428,
NM_001040165,558,
NM_001040167,1140,
NM_001040160,618,
NM_001040161,324,
NM_001040162,384,
NM_001040168,1086,
NM_001040169,1164,
NM_012242,801,
NM_018461,1362,
NM_001198695,840,
NM_001304345,855,
NM_001304344,855,
NM_001304347,1437,
NM_001304346,795,
NM_001304341,456,
NM_001304340,2406,
NM_001304342,1746,
NM_012243,978,
NM_001304349,1284,
NM_001304348,1131,
NM_004393,2688,
NM_004392,1515,
NM_004391,1506,
NM_004390,1008,
NM_004397,1452,
NM_004396,1845,
NM_004395,1950,
NM_004394,309,
NM_004399,2571,
NM_004398,2628,
NM_000670,1143,
NM_001164164,2376,
NM_000672,1107,
NM_000673,1161,
NM_000674,981,
NM_000675,1239,
NM_000676,999,
NM_001164162,2604,
NM_000678,1719,
NM_000679,1563,
NM_001205301,3054,
NM_012241,933,
NM_001329671,585,
NM_001002273,873,
NM_001002274,876,
NM_001002275,930,
NM_001013699,408,
NM_001114106,1962,
NM_004979,1944,
NM_004978,1908,
NM_004977,2274,
NM_004976,1536,
NM_001017405,1191,
NM_001017404,2487,
NM_001017403,2904,
NM_004972,3399,
NM_004970,1818,
NM_001321153,5277,
NM_001277093,456,
NM_001243169,771,
NM_001243168,891,
NM_001243160,1179,
NM_001202543,4551,
NM_006537,1563,
NM_006536,2832,
NM_006531,2475,
NM_001202547,576,
NM_001202544,1989,
NM_001202545,1899,
NM_001202548,549,
NM_001202549,477,
NM_006539,948,
NM_006538,417,
NM_001127223,387,
NM_001127222,7521,
NM_001206650,894,
NM_001206651,1185,
NM_001127227,387,
NM_001127226,387,
NM_001206654,7515,
NM_006764,1521,
NM_175725,1008,
NM_001127229,600,
NM_001127228,558,
NM_175724,1002,
NM_198569,3753,
NM_001112719,2709,
NM_001286725,2064,
NM_001321814,1056,
NM_001321815,999,
NM_001321816,1890,
NM_001321817,696,
NM_001321810,1044,
NM_001321811,2022,
NM_001321812,1056,
NM_001321813,2022,
NM_001321818,1044,
NM_001321819,1047,
NM_078467,495,
NM_001349647,2838,
NM_001271838,1005,
NM_001271830,363,
NM_001271831,813,
NM_001271832,885,
NM_001271833,1407,
NM_001271834,831,
NM_001271835,1893,
NM_001271836,1893,
NM_001271837,1008,
NM_001281774,3507,
NM_001281775,3705,
NM_001349646,3108,
NM_183337,1404,
NM_017519,6711,
NM_012131,675,
NM_001281773,3645,
NM_012133,2616,
NM_001287061,1518,
NM_015995,867,
NM_152289,1461,
NM_152288,888,
NM_152285,1302,
NM_152284,702,
NM_152287,1620,
NM_152286,3954,
NM_152281,1185,
NM_152280,1296,
NM_152283,2604,
NM_152282,1443,
NM_001329958,399,
NM_001329953,891,
NM_014748,1413,
NM_001255976,780,
NM_001001290,1536,
NM_001320853,2166,
NM_001320852,2412,
NM_001320851,1941,
NM_001320855,1134,
NM_001320854,1644,
NM_001320859,408,
NM_001320858,672,
NM_001034914,693,
NM_001034915,2034,
NM_198694,816,
NM_001100910,450,
NM_198695,780,
NM_001288564,552,
NM_201262,324,
NM_201263,663,
NM_001001740,2124,
NM_201266,2796,
NM_201267,2706,
NM_201264,1668,
NM_201265,1143,
NM_198690,879,
NM_201269,3984,
NM_152827,393,
NM_001135214,2190,
NM_182524,1947,
NM_182527,648,
NM_182526,504,
NM_182521,1902,
NM_182520,447,
NM_182523,321,
NM_182522,423,
NM_001135216,1221,
NM_182529,1062,
NM_182528,864,
NM_001198944,1188,
NM_001198945,963,
NM_173596,1623,
NM_001198940,2052,
NM_173591,7035,
NM_001198942,1359,
NM_173593,2997,
NM_001287816,3237,
NM_001287815,2931,
NM_001287814,1443,
NM_173598,2766,
NM_001243756,1818,
NM_001287811,1413,
NM_001287810,3762,
NM_001330665,1383,
NM_001330661,1374,
NM_001330660,2634,
NM_001330663,1563,
NM_001330662,723,
NM_001330669,1611,
NM_001330668,1188,
NM_001199011,255,
NM_001135816,351,
NM_001199013,1005,
NM_001199012,1005,
NM_001199014,729,
NM_001135811,666,
NM_001199018,1929,
NM_001354269,5406,
NM_001329229,2748,
NM_001329226,1671,
NM_001329225,2112,
NM_001329224,2112,
NM_001329223,2544,
NM_001329222,2544,
NM_001105576,948,
NM_172171,1671,
NM_172170,1557,
NM_172173,1515,
NM_001321039,2055,
NM_172175,408,
NM_172177,429,
NM_001321032,1086,
NM_001321033,1086,
NM_001321030,1086,
NM_001321031,1086,
NM_001321036,564,
NM_001321037,1281,
NM_001321034,1086,
NM_001321035,1086,
NM_206919,372,
NM_206918,972,
NM_182539,1506,
NM_001168649,2550,
NM_020390,462,
NM_020393,1122,
NM_020395,1389,
NM_020394,1548,
NM_020397,1074,
NM_020396,615,
NM_020399,1389,
NM_020398,402,
NM_144598,1104,
NM_144599,990,
NM_181762,369,
NM_144593,552,
NM_144590,576,
NM_144591,321,
NM_144596,1548,
NM_144597,462,
NM_144594,504,
NM_144595,918,
NM_001285524,1482,
NM_001285527,879,
NM_001285526,903,
NM_001285523,1245,
NM_001285522,294,
NM_001282482,942,
NM_001285528,945,
NM_001289415,255,
NM_001289414,255,
NM_001289417,255,
NM_001289416,255,
NM_001289411,330,
NM_001289410,312,
NM_001289413,3702,
NM_001244938,258,
NM_001289419,270,
NM_001289418,270,
NM_002023,1131,
NM_002022,1677,
NM_002021,1599,
NM_002020,3897,
NM_002027,1140,
NM_002026,7068,
NM_002025,3936,
NM_002024,1899,
NM_002029,1053,
NM_002028,1314,
NM_001355139,1155,
NM_001242713,309,
NM_001039152,459,
NM_004772,207,
NM_015553,1314,
NM_001130475,1188,
NM_001346720,1041,
NM_001331042,774,
NM_001331040,2817,
NM_001331041,474,
NM_182623,843,
NM_001349041,891,
NM_052941,1923,
NM_001349043,1065,
NM_001349042,1263,
NM_001349045,747,
NM_001349044,819,
NM_001349047,693,
NM_001349046,621,
NM_001025161,1341,
NM_001025160,2361,
NM_052942,1761,
NM_001029859,783,
NM_001029858,1227,
NM_001114636,1143,
NM_052945,555,
NM_001114634,1503,
NM_001114635,1257,
NM_001114632,951,
NM_001114633,2346,
NM_001029853,2598,
NM_001029852,2493,
NM_001199125,1212,
NM_001286721,663,
NM_207372,1074,
NM_207373,246,
NM_207370,1830,
NM_207371,2727,
NM_207377,459,
NM_207374,918,
NM_207375,483,
NM_001025290,351,
NM_001025295,399,
NM_005552,1683,
NM_005553,510,
NM_006217,1218,
NM_005551,786,
NM_005556,1410,
NM_005557,1422,
NM_005554,1695,
NM_005555,1695,
NM_005558,1554,
NM_005559,9228,
NM_001145468,3354,
NM_001271318,1473,
NM_001145461,894,
NM_001271314,1650,
NM_001145463,876,
NM_001145462,852,
NM_001145465,567,
NM_001145464,957,
NM_001145467,573,
NM_001145466,534,
NM_003904,1380,
NM_005088,2088,
NM_005089,1449,
NM_005080,786,
NM_005082,1893,
NM_005084,1326,
NM_005085,6273,
NM_005086,732,
NM_005087,1866,
NM_032301,1377,
NM_032300,1497,
NM_032303,1257,
NM_032302,369,
NM_032305,657,
NM_032304,849,
NM_032307,1026,
NM_032306,666,
NM_032309,333,
NM_001159279,1488,
NM_033655,3867,
NM_033656,6810,
NM_033657,1197,
NM_001346248,7488,
NM_001346249,7629,
NM_001346246,6255,
NM_001346247,6396,
NM_001346245,6252,
NM_001346243,6111,
NM_001355019,735,
NM_001348541,636,
NM_001319198,306,
NM_001319193,3447,
NM_001319190,372,
NM_001319191,1038,
NM_001319196,354,
NM_001319197,351,
NM_001319194,2463,
NM_001319195,2412,
NM_001282561,1584,
NM_001305038,2001,
NM_001305039,2001,
NM_001305035,2001,
NM_001305036,2001,
NM_001305037,2001,
NM_001305033,2358,
NM_001278691,567,
NM_001278690,1056,
NM_001278697,645,
NM_001278696,579,
NM_001278695,1116,
NM_001278694,1143,
NM_001278699,345,
NM_001278698,528,
NM_138371,1299,
NM_138370,1482,
NM_138373,969,
NM_138375,1107,
NM_138374,2913,
NM_138376,1323,
NM_001278341,816,
NM_001278340,567,
NM_001278343,2685,
NM_001278342,588,
NM_018075,1983,
NM_001278344,2061,
NM_003952,1449,
NM_001278346,1230,
NM_001702,4755,
NM_001701,1257,
NM_001700,756,
NM_001707,609,
NM_001353928,1419,
NM_001704,4569,
NM_001018073,1326,
NM_001018072,3315,
NM_001353927,1356,
NM_001353926,1371,
