transcript,double_bases,double_percent,single_bases,single_percent
PB2015.10120.1_2,52.0,0.52,48.0,0.48
PB2015.10120.1_3,58.0,0.58,42.0,0.42
PB2015.10120.1_4,58.0,0.58,42.0,0.42
PB2015.10120.1_5,44.0,0.44,56.0,0.56
PB2015.10120.1_6,46.0,0.46,54.0,0.54
PB2015.10120.1_7,46.0,0.46,54.0,0.54
PB2015.13568.1_9,62.0,0.62,38.0,0.38
PB2015.16523.2_33,52.0,0.52,48.0,0.48
PB2015.16523.2_30,58.0,0.58,42.0,0.42
PB2015.16523.2_31,62.0,0.62,38.0,0.38
PB2015.16523.2_36,58.0,0.58,42.0,0.42
PB2015.16523.2_37,58.0,0.58,42.0,0.42
PB2015.16523.2_34,54.0,0.54,46.0,0.46
PB2015.16523.2_35,56.0,0.56,44.0,0.44
PB2015.13568.1_1,52.0,0.52,48.0,0.48
PB2015.13568.1_0,60.0,0.6,40.0,0.4
PB2015.16523.2_38,64.0,0.64,36.0,0.36
PB2015.13568.1_2,60.0,0.6,40.0,0.4
PB2015.13568.1_5,52.0,0.52,48.0,0.48
PB2015.13568.1_4,60.0,0.6,40.0,0.4
PB2015.13568.1_7,64.0,0.64,36.0,0.36
PB2015.13568.1_6,58.0,0.58,42.0,0.42
PB2015.42.1_6,68.0,0.68,32.0,0.32
PB2015.15561.2_9,54.0,0.54,46.0,0.46
PB2015.15561.2_8,54.0,0.54,46.0,0.46
PB2015.15561.2_5,44.0,0.44,56.0,0.56
PB2015.15561.2_4,32.0,0.32,68.0,0.68
PB2015.15561.2_7,56.0,0.56,44.0,0.44
PB2015.15561.2_6,54.0,0.54,46.0,0.46
PB2015.15561.2_1,32.0,0.32,68.0,0.68
PB2015.15561.2_0,38.0,0.38,62.0,0.62
PB2015.15561.2_3,28.0,0.28,72.0,0.72
PB2015.15561.2_2,26.0,0.26,74.0,0.74
PB2015.16679.1_3,44.0,0.44,56.0,0.56
PB2015.16679.1_2,44.0,0.44,56.0,0.56
PB2015.16679.1_1,30.0,0.3,70.0,0.7
PB2015.16679.1_0,50.0,0.5,50.0,0.5
PB2015.16679.1_7,46.0,0.46,54.0,0.54
PB2015.16679.1_6,44.0,0.44,56.0,0.56
PB2015.16679.1_5,54.0,0.54,46.0,0.46
PB2015.16679.1_4,56.0,0.56,44.0,0.44
PB2015.16679.1_9,50.0,0.5,50.0,0.5
PB2015.16679.1_8,56.0,0.56,44.0,0.44
PB2015.8449.3_4,68.0,0.68,32.0,0.32
PB2015.8449.3_2,58.0,0.58,42.0,0.42
PB2015.8449.3_3,64.0,0.64,36.0,0.36
PB2015.8449.3_0,58.0,0.58,42.0,0.42
PB2015.8449.3_1,58.0,0.58,42.0,0.42
PB2015.2942.6_20,52.0,0.52,48.0,0.48
PB2015.6035.2_4,56.0,0.56,44.0,0.44
PB2015.6035.2_5,58.0,0.58,42.0,0.42
PB2015.6035.2_6,50.0,0.5,50.0,0.5
PB2015.6035.2_7,48.0,0.48,52.0,0.52
PB2015.6035.2_0,60.0,0.6,40.0,0.4
PB2015.6035.2_1,58.0,0.58,42.0,0.42
PB2015.6035.2_2,54.0,0.54,46.0,0.46
PB2015.6035.2_3,56.0,0.56,44.0,0.44
PB2015.6035.2_8,60.0,0.6,40.0,0.4
PB2015.6035.2_9,64.0,0.64,36.0,0.36
PB2015.14104.11_4,70.0,0.7,30.0,0.3
PB2015.14104.11_5,68.0,0.68,32.0,0.32
PB2015.14104.11_0,68.0,0.68,32.0,0.32
PB2015.14104.11_1,66.0,0.66,34.0,0.34
PB2015.14104.11_2,56.0,0.56,44.0,0.44
PB2015.14104.11_3,68.0,0.68,32.0,0.32
PB2015.6981.1_19,40.0,0.4,60.0,0.6
PB2015.6981.1_18,42.0,0.42,58.0,0.58
PB2015.6981.1_17,52.0,0.52,48.0,0.48
PB2015.6981.1_16,54.0,0.54,46.0,0.46
PB2015.6981.1_15,60.0,0.6,40.0,0.4
PB2015.6981.1_14,54.0,0.54,46.0,0.46
PB2015.6981.1_13,54.0,0.54,46.0,0.46
PB2015.6981.1_12,52.0,0.52,48.0,0.48
PB2015.6981.1_11,52.0,0.52,48.0,0.48
PB2015.6981.1_10,50.0,0.5,50.0,0.5
PB2015.6167.1_17,68.0,0.68,32.0,0.32
PB2015.6167.1_16,68.0,0.68,32.0,0.32
PB2015.6167.1_15,60.0,0.6,40.0,0.4
PB2015.6167.1_14,54.0,0.54,46.0,0.46
PB2015.6167.1_13,54.0,0.54,46.0,0.46
PB2015.6167.1_12,64.0,0.64,36.0,0.36
PB2015.6167.1_11,62.0,0.62,38.0,0.38
PB2015.6167.1_10,64.0,0.64,36.0,0.36
PB2015.13629.1_19,56.0,0.56,44.0,0.44
PB2015.13629.1_18,56.0,0.56,44.0,0.44
PB2015.13629.1_13,48.0,0.48,52.0,0.52
PB2015.13629.1_12,50.0,0.5,50.0,0.5
PB2015.13629.1_11,56.0,0.56,44.0,0.44
PB2015.13629.1_10,56.0,0.56,44.0,0.44
PB2015.13629.1_17,54.0,0.54,46.0,0.46
PB2015.13629.1_16,52.0,0.52,48.0,0.48
PB2015.13629.1_15,54.0,0.54,46.0,0.46
PB2015.13629.1_14,48.0,0.48,52.0,0.52
PB2015.13528.1_20,54.0,0.54,46.0,0.46
PB2015.11613.1_8,46.0,0.46,54.0,0.54
PB2015.11613.1_2,68.0,0.68,32.0,0.32
PB2015.11613.1_3,62.0,0.62,38.0,0.38
PB2015.11613.1_0,64.0,0.64,36.0,0.36
PB2015.11613.1_1,64.0,0.64,36.0,0.36
PB2015.11613.1_6,54.0,0.54,46.0,0.46
PB2015.11613.1_7,44.0,0.44,56.0,0.56
PB2015.11613.1_4,70.0,0.7,30.0,0.3
PB2015.11613.1_5,56.0,0.56,44.0,0.44
PB2015.1225.3_37,10.0,0.1,90.0,0.9
PB2015.1225.3_36,18.0,0.18,82.0,0.82
PB2015.1225.3_35,18.0,0.18,82.0,0.82
PB2015.1225.3_34,32.0,0.32,68.0,0.68
PB2015.1225.3_33,38.0,0.38,62.0,0.62
PB2015.1225.3_32,44.0,0.44,56.0,0.56
PB2015.1225.3_31,44.0,0.44,56.0,0.56
PB2015.1225.3_30,52.0,0.52,48.0,0.48
PB2015.1225.3_39,20.0,0.2,80.0,0.8
PB2015.1225.3_38,12.0,0.12,88.0,0.88
PB2015.2930.3_6,66.0,0.66,34.0,0.34
PB2015.12208.2_0,60.0,0.6,40.0,0.4
PB2015.12208.2_1,56.0,0.56,44.0,0.44
PB2015.12208.2_2,58.0,0.58,42.0,0.42
PB2015.12208.2_3,64.0,0.64,36.0,0.36
PB2015.12208.2_4,60.0,0.6,40.0,0.4
PB2015.12208.2_5,58.0,0.58,42.0,0.42
PB2015.12208.2_6,56.0,0.56,44.0,0.44
PB2015.12208.2_7,62.0,0.62,38.0,0.38
PB2015.12208.2_8,58.0,0.58,42.0,0.42
PB2015.12208.2_9,56.0,0.56,44.0,0.44
PB2015.14136.2_6,62.0,0.62,38.0,0.38
PB2015.14136.2_7,60.0,0.6,40.0,0.4
PB2015.14136.2_4,64.0,0.64,36.0,0.36
PB2015.14136.2_5,56.0,0.56,44.0,0.44
PB2015.14136.2_2,72.0,0.72,28.0,0.28
PB2015.14136.2_3,68.0,0.68,32.0,0.32
PB2015.14136.2_0,74.0,0.74,26.0,0.26
PB2015.14136.2_1,76.0,0.76,24.0,0.24
PB2015.14136.2_8,60.0,0.6,40.0,0.4
PB2015.14136.2_9,58.0,0.58,42.0,0.42
PB2015.14658.6_24,62.0,0.62,38.0,0.38
PB2015.14658.6_25,62.0,0.62,38.0,0.38
PB2015.14658.6_26,64.0,0.64,36.0,0.36
PB2015.14658.6_27,58.0,0.58,42.0,0.42
PB2015.14658.6_20,60.0,0.6,40.0,0.4
PB2015.14658.6_21,56.0,0.56,44.0,0.44
PB2015.14658.6_22,58.0,0.58,42.0,0.42
PB2015.14658.6_23,60.0,0.6,40.0,0.4
PB2015.14658.6_28,58.0,0.58,42.0,0.42
PB2015.14658.6_29,62.0,0.62,38.0,0.38
PB2015.15531.4_78,52.0,0.52,48.0,0.48
PB2015.15531.4_79,56.0,0.56,44.0,0.44
PB2015.14898.1_8,66.0,0.66,34.0,0.34
PB2015.14898.1_9,52.0,0.52,48.0,0.48
PB2015.15531.4_70,42.0,0.42,58.0,0.58
PB2015.15531.4_71,46.0,0.46,54.0,0.54
PB2015.15531.4_72,48.0,0.48,52.0,0.52
PB2015.14898.1_7,52.0,0.52,48.0,0.48
PB2015.15531.4_74,52.0,0.52,48.0,0.48
PB2015.14898.1_1,64.0,0.64,36.0,0.36
PB2015.14898.1_2,70.0,0.7,30.0,0.3
PB2015.14898.1_3,68.0,0.68,32.0,0.32
PB2015.2592.1_10,54.0,0.54,46.0,0.46
PB2015.7175.1_20,70.0,0.7,30.0,0.3
PB2015.7175.1_21,58.0,0.58,42.0,0.42
PB2015.2827.4_2,64.0,0.64,36.0,0.36
PB2015.2827.4_1,64.0,0.64,36.0,0.36
PB2015.2827.4_0,62.0,0.62,38.0,0.38
PB2015.9908.2_4,52.0,0.52,48.0,0.48
PB2015.9908.2_5,58.0,0.58,42.0,0.42
PB2015.5194.1_14,48.0,0.48,52.0,0.52
PB2015.9908.2_7,52.0,0.52,48.0,0.48
PB2015.9908.2_0,66.0,0.66,34.0,0.34
PB2015.9908.2_1,64.0,0.64,36.0,0.36
PB2015.5194.1_10,42.0,0.42,58.0,0.58
PB2015.5194.1_11,40.0,0.4,60.0,0.6
PB2015.12543.4_130,58.0,0.58,42.0,0.42
PB2015.9908.2_9,54.0,0.54,46.0,0.46
PB2015.5194.1_18,50.0,0.5,50.0,0.5
PB2015.5194.1_19,52.0,0.52,48.0,0.48
PB2015.14672.3_67,68.0,0.68,32.0,0.32
PB2015.14672.3_66,62.0,0.62,38.0,0.38
PB2015.14672.3_65,64.0,0.64,36.0,0.36
PB2015.11725.13_0,46.0,0.46,54.0,0.54
PB2015.11725.13_1,46.0,0.46,54.0,0.54
PB2015.11725.13_2,46.0,0.46,54.0,0.54
PB2015.2604.1_2,62.0,0.62,38.0,0.38
PB2015.11725.13_4,58.0,0.58,42.0,0.42
PB2015.11725.13_5,64.0,0.64,36.0,0.36
PB2015.11725.13_6,70.0,0.7,30.0,0.3
PB2015.11725.13_7,70.0,0.7,30.0,0.3
PB2015.11725.13_8,58.0,0.58,42.0,0.42
PB2015.11725.13_9,54.0,0.54,46.0,0.46
PB2015.2604.1_4,62.0,0.62,38.0,0.38
PB2015.2604.1_7,66.0,0.66,34.0,0.34
PB2015.14672.3_60,70.0,0.7,30.0,0.3
PB2015.6225.1_6,72.0,0.72,28.0,0.28
PB2015.6225.1_7,64.0,0.64,36.0,0.36
PB2015.6225.1_4,64.0,0.64,36.0,0.36
PB2015.6225.1_5,64.0,0.64,36.0,0.36
PB2015.6225.1_2,70.0,0.7,30.0,0.3
PB2015.6225.1_3,66.0,0.66,34.0,0.34
PB2015.6225.1_0,74.0,0.74,26.0,0.26
PB2015.6225.1_1,70.0,0.7,30.0,0.3
PB2015.6225.1_8,68.0,0.68,32.0,0.32
PB2015.6225.1_9,62.0,0.62,38.0,0.38
PB2015.11794.1_118,46.0,0.46,54.0,0.54
PB2015.11794.1_119,46.0,0.46,54.0,0.54
PB2015.11794.1_110,34.0,0.34,66.0,0.66
PB2015.15838.2_14,52.0,0.52,48.0,0.48
PB2015.11794.1_112,42.0,0.42,58.0,0.58
PB2015.11794.1_113,44.0,0.44,56.0,0.56
PB2015.11794.1_114,36.0,0.36,64.0,0.64
PB2015.11794.1_115,46.0,0.46,54.0,0.54
PB2015.11794.1_116,52.0,0.52,48.0,0.48
PB2015.11794.1_117,46.0,0.46,54.0,0.54
PB2015.14027.2_5,52.0,0.52,48.0,0.48
PB2015.14027.2_4,54.0,0.54,46.0,0.46
PB2015.14027.2_7,62.0,0.62,38.0,0.38
PB2015.14027.2_6,74.0,0.74,26.0,0.26
PB2015.14027.2_1,58.0,0.58,42.0,0.42
PB2015.2176.1_3,64.0,0.64,36.0,0.36
PB2015.14027.2_3,62.0,0.62,38.0,0.38
PB2015.14027.2_2,56.0,0.56,44.0,0.44
PB2015.2176.1_2,60.0,0.6,40.0,0.4
PB2015.14027.2_9,66.0,0.66,34.0,0.34
PB2015.14027.2_8,64.0,0.64,36.0,0.36
PB2015.7324.1_24,60.0,0.6,40.0,0.4
PB2015.7324.1_25,54.0,0.54,46.0,0.46
PB2015.7324.1_26,54.0,0.54,46.0,0.46
PB2015.7324.1_27,54.0,0.54,46.0,0.46
PB2015.7324.1_20,68.0,0.68,32.0,0.32
PB2015.7324.1_21,62.0,0.62,38.0,0.38
PB2015.7324.1_22,58.0,0.58,42.0,0.42
PB2015.7324.1_23,52.0,0.52,48.0,0.48
PB2015.7324.1_28,54.0,0.54,46.0,0.46
PB2015.7324.1_29,60.0,0.6,40.0,0.4
PB2015.2486.1_1,54.0,0.54,46.0,0.46
PB2015.2486.1_0,50.0,0.5,50.0,0.5
PB2015.2486.1_3,62.0,0.62,38.0,0.38
PB2015.2486.1_2,52.0,0.52,48.0,0.48
PB2015.2486.1_5,60.0,0.6,40.0,0.4
PB2015.2486.1_4,58.0,0.58,42.0,0.42
PB2015.2486.1_6,56.0,0.56,44.0,0.44
PB2015.6205.1_18,58.0,0.58,42.0,0.42
PB2015.6205.1_12,54.0,0.54,46.0,0.46
PB2015.10870.1_19,48.0,0.48,52.0,0.52
PB2015.2942.6_3,56.0,0.56,44.0,0.44
PB2015.2942.6_2,56.0,0.56,44.0,0.44
PB2015.2942.6_1,60.0,0.6,40.0,0.4
PB2015.2942.6_0,48.0,0.48,52.0,0.52
PB2015.2942.6_7,60.0,0.6,40.0,0.4
PB2015.2942.6_6,64.0,0.64,36.0,0.36
PB2015.2942.6_5,66.0,0.66,34.0,0.34
PB2015.2942.6_4,56.0,0.56,44.0,0.44
PB2015.2942.6_9,54.0,0.54,46.0,0.46
PB2015.2942.6_8,60.0,0.6,40.0,0.4
PB2015.11821.5_22,52.0,0.52,48.0,0.48
PB2015.11821.5_23,58.0,0.58,42.0,0.42
PB2015.11821.5_20,52.0,0.52,48.0,0.48
PB2015.11821.5_21,56.0,0.56,44.0,0.44
PB2015.11821.5_26,50.0,0.5,50.0,0.5
PB2015.11821.5_27,60.0,0.6,40.0,0.4
PB2015.11821.5_24,48.0,0.48,52.0,0.52
PB2015.11821.5_25,52.0,0.52,48.0,0.48
PB2015.11821.5_28,56.0,0.56,44.0,0.44
PB2015.11821.5_29,48.0,0.48,52.0,0.52
PB2015.5241.12_8,58.0,0.58,42.0,0.42
PB2015.5241.12_9,56.0,0.56,44.0,0.44
PB2015.5241.12_2,54.0,0.54,46.0,0.46
PB2015.5241.12_3,56.0,0.56,44.0,0.44
PB2015.5241.12_0,66.0,0.66,34.0,0.34
PB2015.5241.12_1,56.0,0.56,44.0,0.44
PB2015.5241.12_6,64.0,0.64,36.0,0.36
PB2015.5241.12_7,60.0,0.6,40.0,0.4
PB2015.5241.12_4,60.0,0.6,40.0,0.4
PB2015.5241.12_5,56.0,0.56,44.0,0.44
PB2015.8553.1_14,50.0,0.5,50.0,0.5
PB2015.8553.1_12,40.0,0.4,60.0,0.6
PB2015.8553.1_13,40.0,0.4,60.0,0.6
PB2015.8553.1_10,34.0,0.34,66.0,0.66
PB2015.8553.1_11,34.0,0.34,66.0,0.66
PB2015.1445.1_17,44.0,0.44,56.0,0.56
PB2015.1445.1_16,48.0,0.48,52.0,0.52
PB2015.1445.1_19,34.0,0.34,66.0,0.66
PB2015.1445.1_18,36.0,0.36,64.0,0.64
PB2015.5375.2_8,54.0,0.54,46.0,0.46
PB2015.5375.2_9,58.0,0.58,42.0,0.42
PB2015.5375.2_6,68.0,0.68,32.0,0.32
PB2015.5375.2_7,62.0,0.62,38.0,0.38
PB2015.5375.2_4,60.0,0.6,40.0,0.4
PB2015.5375.2_5,64.0,0.64,36.0,0.36
PB2015.5375.2_2,64.0,0.64,36.0,0.36
PB2015.5375.2_3,56.0,0.56,44.0,0.44
PB2015.5375.2_0,70.0,0.7,30.0,0.3
PB2015.5375.2_1,60.0,0.6,40.0,0.4
PB2015.1094.13_7,68.0,0.68,32.0,0.32
PB2015.1094.13_6,64.0,0.64,36.0,0.36
PB2015.1094.13_5,60.0,0.6,40.0,0.4
PB2015.1094.13_4,62.0,0.62,38.0,0.38
PB2015.1094.13_3,58.0,0.58,42.0,0.42
PB2015.1094.13_2,64.0,0.64,36.0,0.36
PB2015.1094.13_1,64.0,0.64,36.0,0.36
PB2015.1094.13_0,68.0,0.68,32.0,0.32
PB2015.1094.13_9,70.0,0.7,30.0,0.3
PB2015.1094.13_8,76.0,0.76,24.0,0.24
PB2015.1042.4_19,64.0,0.64,36.0,0.36
PB2015.1042.4_18,66.0,0.66,34.0,0.34
PB2015.1042.4_15,62.0,0.62,38.0,0.38
PB2015.1042.4_14,60.0,0.6,40.0,0.4
PB2015.1042.4_17,56.0,0.56,44.0,0.44
PB2015.1042.4_16,58.0,0.58,42.0,0.42
PB2015.1042.4_11,64.0,0.64,36.0,0.36
PB2015.1042.4_10,58.0,0.58,42.0,0.42
PB2015.1042.4_13,62.0,0.62,38.0,0.38
PB2015.1042.4_12,64.0,0.64,36.0,0.36
PB2015.6572.2_10,58.0,0.58,42.0,0.42
PB2015.6572.2_11,42.0,0.42,58.0,0.58
PB2015.6572.2_12,28.0,0.28,72.0,0.72
PB2015.6572.2_13,28.0,0.28,72.0,0.72
PB2015.8603.7_8,66.0,0.66,34.0,0.34
PB2015.8603.7_9,62.0,0.62,38.0,0.38
PB2015.8603.7_6,54.0,0.54,46.0,0.46
PB2015.8603.7_7,60.0,0.6,40.0,0.4
PB2015.8603.7_4,46.0,0.46,54.0,0.54
PB2015.8603.7_5,54.0,0.54,46.0,0.46
PB2015.8603.7_2,48.0,0.48,52.0,0.52
PB2015.8603.7_3,50.0,0.5,50.0,0.5
PB2015.8603.7_0,58.0,0.58,42.0,0.42
PB2015.8603.7_1,60.0,0.6,40.0,0.4
PB2015.13099.2_31,64.0,0.64,36.0,0.36
PB2015.13099.2_30,64.0,0.64,36.0,0.36
PB2015.13099.2_33,62.0,0.62,38.0,0.38
PB2015.13099.2_32,64.0,0.64,36.0,0.36
PB2015.13099.2_35,66.0,0.66,34.0,0.34
PB2015.13099.2_34,70.0,0.7,30.0,0.3
PB2015.13099.2_37,68.0,0.68,32.0,0.32
PB2015.13099.2_36,66.0,0.66,34.0,0.34
PB2015.13099.2_39,60.0,0.6,40.0,0.4
PB2015.13099.2_38,66.0,0.66,34.0,0.34
PB2015.42.1_59,64.0,0.64,36.0,0.36
PB2015.42.1_58,58.0,0.58,42.0,0.42
PB2015.42.1_51,56.0,0.56,44.0,0.44
PB2015.42.1_50,56.0,0.56,44.0,0.44
PB2015.42.1_53,58.0,0.58,42.0,0.42
PB2015.42.1_52,58.0,0.58,42.0,0.42
PB2015.42.1_55,58.0,0.58,42.0,0.42
PB2015.42.1_54,64.0,0.64,36.0,0.36
PB2015.42.1_57,60.0,0.6,40.0,0.4
PB2015.42.1_56,56.0,0.56,44.0,0.44
PB2015.4591.10_28,48.0,0.48,52.0,0.52
PB2015.4591.10_29,56.0,0.56,44.0,0.44
PB2015.4591.10_24,44.0,0.44,56.0,0.56
PB2015.4591.10_25,54.0,0.54,46.0,0.46
PB2015.4591.10_26,58.0,0.58,42.0,0.42
PB2015.4591.10_27,60.0,0.6,40.0,0.4
PB2015.4591.10_20,52.0,0.52,48.0,0.48
PB2015.4591.10_21,46.0,0.46,54.0,0.54
PB2015.4591.10_22,44.0,0.44,56.0,0.56
PB2015.4591.10_23,54.0,0.54,46.0,0.46
PB2015.16719.1_49,56.0,0.56,44.0,0.44
PB2015.16719.1_48,52.0,0.52,48.0,0.48
PB2015.16719.1_41,60.0,0.6,40.0,0.4
PB2015.16719.1_40,62.0,0.62,38.0,0.38
PB2015.16719.1_43,46.0,0.46,54.0,0.54
PB2015.16719.1_42,56.0,0.56,44.0,0.44
PB2015.16719.1_45,58.0,0.58,42.0,0.42
PB2015.16719.1_44,46.0,0.46,54.0,0.54
PB2015.16719.1_47,56.0,0.56,44.0,0.44
PB2015.16719.1_46,58.0,0.58,42.0,0.42
PB2015.499.1_29,56.0,0.56,44.0,0.44
PB2015.499.1_28,56.0,0.56,44.0,0.44
PB2015.499.1_21,52.0,0.52,48.0,0.48
PB2015.499.1_20,56.0,0.56,44.0,0.44
PB2015.499.1_23,48.0,0.48,52.0,0.52
PB2015.499.1_22,54.0,0.54,46.0,0.46
PB2015.499.1_25,60.0,0.6,40.0,0.4
PB2015.499.1_24,46.0,0.46,54.0,0.54
PB2015.499.1_27,60.0,0.6,40.0,0.4
PB2015.499.1_26,58.0,0.58,42.0,0.42
PB2015.8693.3_0,58.0,0.58,42.0,0.42
PB2015.1078.1_17,54.0,0.54,46.0,0.46
PB2015.1078.1_16,60.0,0.6,40.0,0.4
PB2015.1078.1_15,68.0,0.68,32.0,0.32
PB2015.1078.1_14,60.0,0.6,40.0,0.4
PB2015.1078.1_13,62.0,0.62,38.0,0.38
PB2015.1078.1_12,62.0,0.62,38.0,0.38
PB2015.1078.1_11,58.0,0.58,42.0,0.42
PB2015.1078.1_10,50.0,0.5,50.0,0.5
PB2015.1078.1_19,62.0,0.62,38.0,0.38
PB2015.1078.1_18,58.0,0.58,42.0,0.42
PB2015.3512.8_42,62.0,0.62,38.0,0.38
PB2015.3512.8_43,64.0,0.64,36.0,0.36
PB2015.3512.8_40,60.0,0.6,40.0,0.4
PB2015.3512.8_41,54.0,0.54,46.0,0.46
PB2015.3512.8_46,56.0,0.56,44.0,0.44
PB2015.3512.8_47,68.0,0.68,32.0,0.32
PB2015.3512.8_44,66.0,0.66,34.0,0.34
PB2015.3512.8_45,58.0,0.58,42.0,0.42
PB2015.3512.8_48,68.0,0.68,32.0,0.32
PB2015.3512.8_49,64.0,0.64,36.0,0.36
PB2015.13989.4_9,56.0,0.56,44.0,0.44
PB2015.13989.4_8,64.0,0.64,36.0,0.36
PB2015.13989.4_7,56.0,0.56,44.0,0.44
PB2015.13989.4_6,62.0,0.62,38.0,0.38
PB2015.13989.4_5,66.0,0.66,34.0,0.34
PB2015.13989.4_4,60.0,0.6,40.0,0.4
PB2015.13989.4_3,64.0,0.64,36.0,0.36
PB2015.13989.4_2,60.0,0.6,40.0,0.4
PB2015.13989.4_1,62.0,0.62,38.0,0.38
PB2015.13989.4_0,58.0,0.58,42.0,0.42
PB2015.8693.3_3,50.0,0.5,50.0,0.5
PB2015.9965.2_19,50.0,0.5,50.0,0.5
PB2015.15838.2_80,46.0,0.46,54.0,0.54
PB2015.10621.1_10,62.0,0.62,38.0,0.38
PB2015.10621.1_11,62.0,0.62,38.0,0.38
PB2015.9945.1_21,32.0,0.32,68.0,0.68
PB2015.9945.1_20,38.0,0.38,62.0,0.62
PB2015.9945.1_23,42.0,0.42,58.0,0.58
PB2015.9945.1_22,42.0,0.42,58.0,0.58
PB2015.9945.1_25,46.0,0.46,54.0,0.54
PB2015.9945.1_24,46.0,0.46,54.0,0.54
PB2015.9945.1_27,64.0,0.64,36.0,0.36
PB2015.9945.1_26,54.0,0.54,46.0,0.46
PB2015.9945.1_29,54.0,0.54,46.0,0.46
PB2015.9945.1_28,64.0,0.64,36.0,0.36
PB2015.9965.2_10,50.0,0.5,50.0,0.5
PB2015.12681.2_46,70.0,0.7,30.0,0.3
PB2015.12681.2_47,58.0,0.58,42.0,0.42
PB2015.12681.2_44,70.0,0.7,30.0,0.3
PB2015.12681.2_45,70.0,0.7,30.0,0.3
PB2015.12681.2_42,70.0,0.7,30.0,0.3
PB2015.12681.2_43,66.0,0.66,34.0,0.34
PB2015.12681.2_40,62.0,0.62,38.0,0.38
PB2015.12681.2_41,66.0,0.66,34.0,0.34
PB2015.12681.2_48,56.0,0.56,44.0,0.44
PB2015.12681.2_49,60.0,0.6,40.0,0.4
PB2015.16392.1_19,60.0,0.6,40.0,0.4
PB2015.16392.1_18,56.0,0.56,44.0,0.44
PB2015.10163.2_0,60.0,0.6,40.0,0.4
PB2015.16392.1_16,60.0,0.6,40.0,0.4
PB2015.16392.1_15,60.0,0.6,40.0,0.4
PB2015.10163.2_3,60.0,0.6,40.0,0.4
PB2015.16392.1_13,58.0,0.58,42.0,0.42
PB2015.16392.1_12,52.0,0.52,48.0,0.48
PB2015.16392.1_11,42.0,0.42,58.0,0.58
PB2015.16392.1_10,54.0,0.54,46.0,0.46
PB2015.15570.4_1,66.0,0.66,34.0,0.34
PB2015.15570.4_0,74.0,0.74,26.0,0.26
PB2015.15570.4_3,62.0,0.62,38.0,0.38
PB2015.15570.4_2,56.0,0.56,44.0,0.44
PB2015.13503.1_152,72.0,0.72,28.0,0.28
PB2015.16793.1_40,52.0,0.52,48.0,0.48
PB2015.15961.6_11,44.0,0.44,56.0,0.56
PB2015.15961.6_10,56.0,0.56,44.0,0.44
PB2015.9749.1_0,58.0,0.58,42.0,0.42
PB2015.9749.1_1,62.0,0.62,38.0,0.38
PB2015.9749.1_2,60.0,0.6,40.0,0.4
PB2015.9749.1_3,66.0,0.66,34.0,0.34
PB2015.9749.1_4,66.0,0.66,34.0,0.34
PB2015.9749.1_5,68.0,0.68,32.0,0.32
PB2015.9749.1_6,64.0,0.64,36.0,0.36
PB2015.9749.1_7,68.0,0.68,32.0,0.32
PB2015.9749.1_8,70.0,0.7,30.0,0.3
PB2015.9749.1_9,62.0,0.62,38.0,0.38
PB2015.14547.4_8,56.0,0.56,44.0,0.44
PB2015.14547.4_9,60.0,0.6,40.0,0.4
PB2015.14547.4_4,54.0,0.54,46.0,0.46
PB2015.14547.4_5,54.0,0.54,46.0,0.46
PB2015.14547.4_6,56.0,0.56,44.0,0.44
PB2015.14547.4_7,58.0,0.58,42.0,0.42
PB2015.14547.4_0,62.0,0.62,38.0,0.38
PB2015.14547.4_1,54.0,0.54,46.0,0.46
PB2015.14547.4_2,62.0,0.62,38.0,0.38
PB2015.14547.4_3,54.0,0.54,46.0,0.46
PB2015.9749.1_12,68.0,0.68,32.0,0.32
PB2015.9749.1_13,66.0,0.66,34.0,0.34
PB2015.9749.1_10,76.0,0.76,24.0,0.24
PB2015.9749.1_11,66.0,0.66,34.0,0.34
PB2015.9749.1_16,68.0,0.68,32.0,0.32
PB2015.9749.1_17,72.0,0.72,28.0,0.28
PB2015.9749.1_14,66.0,0.66,34.0,0.34
PB2015.9749.1_15,66.0,0.66,34.0,0.34
PB2015.13083.1_1,66.0,0.66,34.0,0.34
PB2015.13083.1_0,64.0,0.64,36.0,0.36
PB2015.13083.1_2,60.0,0.6,40.0,0.4
PB2015.4454.3_29,46.0,0.46,54.0,0.54
PB2015.4454.3_28,42.0,0.42,58.0,0.58
PB2015.4454.3_27,52.0,0.52,48.0,0.48
PB2015.4454.3_26,58.0,0.58,42.0,0.42
PB2015.4454.3_25,50.0,0.5,50.0,0.5
PB2015.4454.3_24,48.0,0.48,52.0,0.52
PB2015.4454.3_23,64.0,0.64,36.0,0.36
PB2015.4454.3_22,60.0,0.6,40.0,0.4
PB2015.4454.3_21,60.0,0.6,40.0,0.4
PB2015.4454.3_20,60.0,0.6,40.0,0.4
PB2015.4890.1_2,62.0,0.62,38.0,0.38
PB2015.4890.1_3,60.0,0.6,40.0,0.4
PB2015.4890.1_0,60.0,0.6,40.0,0.4
PB2015.4890.1_1,66.0,0.66,34.0,0.34
PB2015.12608.1_9,54.0,0.54,46.0,0.46
PB2015.12608.1_8,52.0,0.52,48.0,0.48
PB2015.12608.1_3,62.0,0.62,38.0,0.38
PB2015.12608.1_2,62.0,0.62,38.0,0.38
PB2015.12608.1_1,66.0,0.66,34.0,0.34
